Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8
57,6.55,1.41,6.87,0.5,0.87,7.2,3.71,12.89
58,8.59,2.5,7.7,3.29,1.85,3.82,9.64,2.61
59,8.56,0.54,8.98,7.91,4.38,2.87,3.41,3.35
60,2.87,2.69,6.84,5.95,9.02,6.34,0.31,5.98
61,9.72,3.13,3.71,4.39,4.52,1.5,10.8,2.23
62,9.14,8.01,3.52,5.41,4.82,0.65,1.51,6.94
63,7.49,6.33,7,5.49,4.25,2.09,1.04,6.31
64,2.52,0.53,0.61,9.54,12.57,8.44,4.82,0.97
65,1.09,3.04,0.59,5.67,11.33,1.35,9.53,7.4
66,4.87,2.79,6.22,9.58,8.25,4.94,1.35,2
67,7.6,0.46,9.34,8.9,4.28,3.77,2.97,2.68
68,6.59,3.96,7.48,0.87,5.8,5.86,8.02,1.42
69,8.49,8.48,0.38,2.81,9.15,3.3,2.33,5.06
70,2.25,2.03,3.61,11.43,5.29,3.27,11.58,0.54
71,4.56,3.57,3,4.69,1.82,0.74,9.51,12.11
72,6.48,9.28,5.27,4.48,6.07,1.28,4.78,2.36
73,6.71,5.79,0.45,6.56,8.87,7.67,1.17,2.78
74,8.87,3.59,0.45,0.54,11.91,7.96,2.83,3.85
75,4.28,4.07,5.68,2.87,6.41,0.91,11.87,3.91
76,4.41,6.19,7.25,4.88,6.68,5.18,1.53,3.88
77,3.29,6.17,5.31,3.85,2.91,5.54,9.23,3.7
78,2.48,1.94,8.41,5.18,10.03,1.37,6.16,4.43
79,2.39,8.93,9.45,1.67,7.12,6.5,0.57,3.37
80,9.26,6.52,6.57,1.46,2.83,2.87,0.79,9.7
81,2.65,3.82,2.61,4.63,12.3,3.9,3.75,6.34
82,0.75,0.56,12.18,9.34,2.09,2.76,2.79,9.53
83,9.33,2.95,5.17,2.7,6.44,4.49,8.04,0.88
84,7.37,8.58,2.1,5.41,3.66,0.42,3.31,9.15
85,7.1,5.35,2.55,8.44,1.54,9.99,1.69,3.34
86,4.29,1.77,2.59,7.79,8.39,5.75,8.06,1.36
87,9.6,5.48,2.15,3.61,8.72,0.34,8.11,1.99
88,4.95,3.05,1.74,9.1,5,6.55,7.98,1.63
89,4.91,9,5.57,3.45,3.13,3.53,4.27,6.14
90,7.65,6.26,4.24,6.45,2.11,6.31,2.06,4.92
91,9.96,2.41,1.84,4.01,6.13,9.49,0.3,5.86
92,3.4,4.33,8.78,0.95,7.81,3.04,1.02,10.67
93,5.22,6.1,6.49,1.33,3.92,10.62,2.09,4.23
94,1.91,4.02,2.28,8.19,10.91,2.2,2.04,8.45
95,5.23,7.12,4.96,0.45,2.32,1.74,12.09,6.09
96,6.93,6.28,1.02,9.53,0.77,6.92,3.49,5.06
97,1.99,3.71,2.07,3.82,12.67,3.3,8.95,3.49
98,4.48,8.84,0.44,8.34,0.87,10.95,0.33,5.75
99,6.89,4.13,1.9,6.56,9.57,5.45,4.97,0.53
100,7.58,7.77,6.38,7.01,2.46,3.55,3.22,2.03
101,7.23,8.6,4.97,3.96,1.17,0.46,2.83,10.78
102,7.14,4.91,1.67,1.18,4.61,5.64,4.96,9.89
103,4.55,1.15,7.62,5.96,3.59,10.21,6.61,0.31
104,0.57,7.08,7.24,8.7,2.67,3.89,7.54,2.31
105,7.28,4.89,4.17,5.04,2.76,7.42,3.07,5.37
106,9.93,5.82,0.4,4.35,2.21,0.57,8.33,8.39
107,0.99,1.02,8.69,4.02,5.41,9.49,5.22,5.16
108,4.94,2.08,1.71,4.45,3.83,7.1,0.79,15.1
109,8.15,4.41,8.15,3.47,5.7,1.62,2.9,5.6
110,4.94,2.58,7.06,3.82,4.01,1.4,2.91,13.28
111,4.39,4.8,7.7,6.08,5.38,2.28,2.84,6.53
112,6.24,6.56,8.78,5.19,4.29,3.81,0.25,4.88
113,6.12,3.84,3.21,1.22,5.63,0.66,9.08,10.24
114,6.29,2.28,8.79,2.12,3.48,7.98,2.74,6.32
115,7.04,3.3,9.24,3.86,0.47,5.27,1.53,9.29
116,4.75,1.06,4.12,3.62,0.84,7.38,14.28,3.95
117,0.5,6.77,5.92,2.08,4.89,10.89,5.01,3.94
118,6.35,6.17,3.59,2.92,6.86,1.7,11.11,1.3
119,2.47,1.64,11.75,8.05,6.2,5.5,0.29,4.1
120,1.45,8,1.78,6,3.55,10.31,1.97,6.94
121,5.16,2.13,10.53,8.33,0.87,6.77,0.43,5.78
122,7.56,4.47,1.19,6.58,9.74,3.56,0.48,6.42
123,7.25,9.21,7,5.49,4.68,0.44,0.35,5.58
124,2.4,7.84,6.64,1.13,3.53,5.93,9.63,2.9
125,8.15,3.38,1.82,6.54,1.88,7.75,4.58,5.9
126,4.66,8.38,5.7,3.21,3.48,0.71,12.8,1.06
127,6.68,4.48,0.61,0.56,0.69,17.68,0.81,8.49
128,2.5,5.58,4.81,7.88,5.5,0.65,7.58,5.5
129,5.84,3.09,8.47,6.41,1.09,7.34,1.57,6.19
130,8.87,7.51,3.41,8.06,5.92,0.58,4.84,0.81
131,1.51,9.4,1.62,1.9,3.01,3.21,15.58,3.77
132,6.05,0.48,9.26,0.48,3.38,12.99,5.42,1.94
133,2.46,2.21,7.93,8.51,8.96,6.06,1.9,1.97
134,3.4,8.44,0.46,6.59,1.44,11.51,5.64,2.52
135,6.17,6.58,6.39,6.15,6.65,0.26,1.72,6.08
136,3.91,8.31,1.77,0.52,11.55,6.08,1.99,5.87
137,3.91,8.31,1.77,0.52,11.55,6.08,1.99,5.87
138,5.16,1.43,0.98,0.64,8.24,13.02,1.32,9.21
139,8.52,8.41,4.46,3.65,2,3.07,5.86,4.03
140,7.31,3.96,0.87,3.89,9,4.18,8.24,2.55
141,0.91,6.21,10.23,5.07,0.75,3.82,6.7,6.31
142,0.62,1,9.98,0.59,4.59,15.03,1.08,7.11
143,3.75,7.43,8.92,5.09,5,4.36,4.84,0.61
144,1.26,1.68,8.2,4.3,10.71,0.46,2.13,11.26
145,5.55,3.11,4,7.96,0.94,7.19,9.52,1.73
146,2.83,9.47,3.76,1,0.6,14.59,2.82,4.93
147,7.28,8.93,0.75,0.93,2.43,11.1,3.17,5.41
148,9.31,4.77,8.1,4.5,0.33,0.74,8.12,4.13
149,0.59,10.58,3.25,6.96,2.7,3.41,4.04,8.47
150,6.77,2.6,8.34,2.35,8.04,3.12,4.17,4.61
151,4.97,9.48,4.2,0.42,3.68,10.78,0.37,6.1
152,3.25,7.17,1.79,7.26,7.3,8.79,3.59,0.85
153,1.18,2.15,3.2,8.62,10.2,1.55,11.6,1.5
154,0.89,4.35,8.3,9.13,2.16,3.35,3.9,7.92
155,4.72,5.7,8.59,1.14,6.51,0.7,2.46,10.18
156,1.89,10.19,1.66,5.98,0.5,9.86,0.56,9.36
157,8.95,2.55,2.93,9.38,3.28,1.97,6.53,4.41
158,4.49,3.03,8.01,3.5,7.25,4.59,5.5,3.63
159,9.11,3.39,4.64,5.05,0.46,7.98,9.33,0.04
160,9.31,3.14,7.82,3.09,2.14,4.64,9.5,0.36
161,5.49,7.53,1.13,1.38,8.79,7.79,7.42,0.47
162,8.8,1.2,8.79,4.51,3.32,4.68,1.47,7.23
163,4.71,4.13,7.42,3.91,8.72,5.82,5.13,0.16
164,4.79,7.72,2.83,9.85,5.56,0.38,2.42,6.45
165,8.08,4.18,4.65,5.41,5.77,2.83,7.08,2
166,0.83,4.29,1.5,1.48,12.89,10.54,1.76,6.71
167,1.87,0.73,1.04,7.78,10.04,8.2,9.97,0.37
168,8.04,8.28,0.65,2.56,2.56,7.26,9.96,0.69
169,8.69,6.98,1.05,6,2.52,2.49,11.1,1.17
170,7.53,1.24,0.93,11.33,3.89,0.5,4.85,9.73
171,4.74,2.06,6.2,1.64,8.91,0.85,14.91,0.69
172,5.74,5.18,3.26,0.51,6.95,7.97,1.41,8.98
173,9.95,0.81,5.74,8.29,1.31,8.44,3.49,1.97
174,5.24,8.26,2,2.37,6.84,9.04,2.77,3.48
175,4.7,5.15,7.88,5.23,8.25,4.87,2.33,1.59
176,4.6,10,0.8,0.96,4.44,5.77,13.38,0.05
177,4.86,6.28,0.68,6.38,5.23,2.32,0.71,13.54
178,6.85,5.25,1.21,4.34,7.77,6.4,3.51,4.67
179,1.49,7.61,5.3,9.63,0.86,7.23,2.38,5.5
180,7.57,5.73,0.58,6.82,1.83,10.91,4.78,1.78
181,9.95,0.45,4.47,8.63,7.06,1.6,3.08,4.76
182,8.24,4.39,3.05,7.02,7.13,4.27,1.6,4.3
183,7.42,7.72,2.44,1.68,1.57,8.64,10.36,0.17
184,4.82,3.37,8.83,3.83,4.48,6.47,6,2.2
185,8.96,0.47,7.38,2.64,6.25,1.61,11.66,1.03
186,8.02,4.7,3.52,1.15,6.92,10.38,2.56,2.75
187,0.5,2.53,10.49,1.31,11.14,2.22,10.77,1.04
188,6.85,2.54,5.16,7.72,1.84,0.52,3.15,12.22
189,8.85,7.14,4.21,4.15,6.82,0.29,5.09,3.45
190,6.62,3.73,0.61,7.76,2.25,0.91,16.12,2
191,5.97,4.49,0.49,6.76,5.51,9.8,3.51,3.47
192,7.13,2.94,4.82,3.17,2.79,10.95,6.33,1.87
193,5.61,8.18,0.6,6.77,6.36,3.48,5.71,3.29
194,0.5,9.63,6.77,9.1,4.58,1.69,4.58,3.15
195,8.94,5.62,4.79,1.71,1.98,7.95,5.77,3.24
196,4.33,1.37,6.04,10.41,6.85,6.75,1.2,3.05
197,4.7,7.44,9,1.99,4.81,6.04,5.28,0.74
198,5.21,0.49,0.57,0.67,15.82,9.69,2.08,5.47
199,0.83,10.2,7.32,7.23,5.22,4.49,0.53,4.18
200,7.32,3.08,5.89,4.32,7.62,7.45,3.8,0.52
201,4.28,2.8,0.84,11.15,8,1.3,7.88,3.75
202,6.07,1.11,3.3,0.8,8.15,8.41,4.07,8.09
203,1.85,8.86,9.69,4.59,4.51,3.56,6.18,0.76
204,2.16,2.03,9.36,6.83,6.59,7.7,4.05,1.28
205,4.07,8.96,5.38,4.97,3.99,4.09,1.52,7.02
206,7.25,8.15,4.64,1.23,7.28,4.37,4.15,2.93
207,3.92,0.68,0.59,12.62,1.1,12.01,6.89,2.19
208,4.84,5.08,0.5,4.51,6.16,5.17,13.22,0.52
209,9.67,2.56,3.57,1.77,8.83,0.45,5.19,7.96
210,6.85,6.04,6.93,7.14,4.03,1.52,4.45,3.04
211,6.89,0.64,3.06,7.21,0.55,5.85,12.16,3.64
212,4.21,0.9,1.56,11.02,8.46,5.79,6.94,1.12
213,4.94,2.62,5.29,9.57,6.75,4.64,5.69,0.5
214,3.39,7.24,9.76,1.29,6.56,7.25,1.85,2.66
215,8.77,7.17,0.47,7.35,6.29,5.35,0.23,4.37
216,8.12,2.75,7.73,6.35,2.79,1.91,1.74,8.61
217,3.69,7.82,0.57,1.78,9.63,9.45,5.53,1.53
218,8.23,5.16,2.17,4.11,6.17,3.9,9.09,1.17
219,1.56,10.16,6.7,0.43,9.97,2.55,6.15,2.48
220,8.95,8.68,2.78,3.41,1.55,0.48,10.18,3.97
221,9.63,1.95,9,6.52,1.67,4.7,4.95,1.58
222,2.13,4.12,3.07,7.52,7.94,5.16,5.78,4.28
223,1.42,4.84,8.97,7.23,1.93,6.82,1.23,7.56
224,6.7,6.08,3.59,3.94,0.95,5.47,10.32,2.95
225,6.25,6.38,5.25,4.29,2.94,4.35,6.52,4.02
226,3.44,9.59,0.76,9.34,3.9,0.99,6.1,5.88
227,4.09,2.15,10.81,7.17,3.88,2.49,8.77,0.64
228,5.09,5.67,7.94,5.8,4.68,3.52,7.08,0.22
229,2.62,6.15,1.09,1.34,1.11,4.3,9.68,13.71
230,7.24,3.57,2.68,2.05,3.61,8.47,7.27,5.11
231,2.34,7.13,6.25,7.11,6.47,4.58,3.08,3.04
232,4.51,0.5,9.81,6.58,9.07,0.36,5.32,3.85
233,8.72,6.58,4.32,4.99,1.11,0.83,5.3,8.15
234,4.73,7.72,7.95,6.18,4.17,1.32,4.7,3.23
235,3.07,2.16,4.66,1.59,1.73,7.16,8.21,11.42
236,3.07,2.16,4.66,1.59,1.73,7.16,8.21,11.42
237,2.67,9.61,3.76,1.88,1.42,11.46,8.12,1.08
238,3.39,4.63,4.05,0.78,6.39,8.34,8.58,3.84
239,9.6,7.62,4.54,2.77,7.44,4.43,3.54,0.06
240,0.59,3.35,5.48,2.39,4.54,6.93,9.22,7.5
241,5.65,3.61,5.59,6.39,3.18,9.9,0.39,5.29
242,4.68,3.69,1.17,7.48,8.56,8.01,6.33,0.08
243,9.31,1.67,2.23,8.19,3.9,2.09,7.54,5.07
244,5.22,8.97,8.24,6.48,4.25,4.22,0.42,2.2
245,1.05,10.86,4.34,0.89,9.9,0.43,11.62,0.91
246,4.25,4.42,1.92,0.58,10.44,1.17,0.86,16.36
247,6.51,0.47,1.02,12.36,2.08,5.49,8.47,3.6
248,5.6,8.33,2.97,5.3,2.39,6.03,2.39,6.99
249,2.73,9.4,7.08,4.16,1.83,1.43,1.26,12.11
250,1.13,9.4,0.73,4.97,8.18,0.68,8.44,6.47
251,5.68,7.87,5.64,1.82,7.53,0.71,5.84,4.91
252,9.64,6.82,4.52,1.07,5.43,4.22,3.37,4.93
253,8.7,3.69,4.6,7.4,5.13,5.49,2.38,2.61
254,5.38,3.91,2.41,3.28,3.85,12.36,2.75,6.06
255,4.31,1.97,0.56,5.19,0.85,13.38,4,9.74
256,1.61,0.54,4.96,0.65,2.07,13.87,13.49,2.81
257,6.67,9.4,3.73,5.68,2.56,1.25,6.24,4.47
258,5.94,8.67,2.81,6.36,1.98,8.11,0.37,5.76
259,4.37,5.55,2.09,3.35,3.94,8.48,2.47,9.75
260,3.78,8.31,0.46,7.94,5.11,7.57,4.05,2.78
261,7.49,5.62,4.69,7.38,0.37,7.86,0.61,5.98
262,6.23,8.38,2.5,7.66,5.85,1.91,3.61,3.86
263,8.66,7.43,0.89,2.32,5.46,4.94,2.94,7.36
264,5.2,8.71,0.43,6.64,7.25,0.93,5.37,5.47
265,8.39,2.5,4.95,4.56,2.24,9.33,3.65,4.38
266,1.12,2.61,1.9,1.47,15.14,9.44,2.47,5.85
267,9.55,4.64,5.63,3.24,6.19,1.25,4.39,5.11
268,2.83,0.95,11.41,5.94,5.03,8.33,3.86,1.65
269,6.61,3.26,6.47,7.77,6.86,2.7,3.05,3.28
270,5.33,7.07,3.35,2.78,10.25,2.41,5.91,2.9
271,4.77,4.98,8.08,4.25,8.08,4.28,4.12,1.44
272,4.25,6.04,8.2,7.67,5.87,0.26,4.22,3.49
273,7.51,3.53,2.7,8.68,1.85,7.73,0.9,7.1
274,7.37,1.69,1.03,0.59,14.07,10.13,0.77,4.35
275,9.09,2.5,0.47,8.31,6.23,1.66,8.59,3.15
276,1.46,3.63,0.58,5.81,9.73,5.29,2.7,10.8
277,8.15,2.57,9.62,7.37,5.65,4.2,1.61,0.83
278,4.62,3.69,3.81,5.07,2.83,2.7,14.6,2.68
279,2.56,8.23,3.54,0.51,9.96,3.2,10.33,1.67
280,9.66,7.41,0.82,1.37,5.34,0.72,5.57,9.11
281,8.69,1.66,7.91,3.93,5.73,6.74,3.31,2.03
282,7.79,8.45,4.45,2.71,4.88,3.92,6.24,1.56
283,6.07,4.83,0.48,3.06,7.41,6.95,10.31,0.89
284,7.79,8.45,4.45,2.71,4.88,3.92,6.24,1.56
285,5.83,2.32,6.83,2.91,8.98,6.02,6.27,0.84
286,9.53,7.59,6.25,5.47,3.93,1.56,5.32,0.35
287,6.52,2.4,8.35,5.83,0.42,1.32,1.15,14.01
288,8.93,3.69,6.92,2.13,9.04,2.75,1.35,5.19
289,4.37,1.18,7.94,8.24,3.38,3.38,6.34,5.17
290,1.85,7.7,4.21,6.72,9.55,1.45,1.56,6.96
291,4.93,6.56,6.33,8.61,3.23,0.34,3.85,6.15
292,8.81,8.36,1.67,7.34,1.23,6.43,2.98,3.18
293,1.02,9.95,5.96,7.55,1.62,2.3,2.95,8.65
294,0.5,2.99,10.46,2.85,5.35,0.93,11.51,5.41
295,8.24,3.07,2.47,9.97,2.13,2.22,11.68,0.22
296,5.27,3.74,1.6,2.82,12.6,8.96,2.13,2.88
297,0.78,0.56,1.73,13.19,3.45,6.83,6.61,6.85
298,5.53,6.15,3.8,9.49,2.17,6.21,3.92,2.73
299,6.98,3.59,8.99,0.4,9.42,2.68,5.41,2.53
300,7.93,5.82,0.79,6.05,8.84,5.94,3.02,1.61
301,1.31,2.67,2.89,3.13,12.69,4.52,1.86,10.93
302,9.52,8.32,3.72,7.31,3.05,1.11,1.2,5.77
303,9.37,8.56,7.31,2.31,2.24,4.8,4.66,0.75
304,5.72,1.66,2.11,0.61,12.66,11.11,0.58,5.55
305,6.98,1.86,8.72,2.47,6.28,7.96,3.09,2.64
306,9.74,5.34,4.11,4.82,1.1,1.61,10.54,2.74
307,0.88,9.43,6.63,7,3.58,6.67,2.11,3.7
308,2.8,5.96,4.14,3.74,7,4.31,9.27,2.78
309,9.95,8.43,2.59,5.6,4.81,2.26,1.19,5.17
310,9.26,2.09,9.33,5.98,0.62,6.88,3.82,2.02
311,4.79,9.09,5.8,7.03,5.06,5.03,0.64,2.56
312,7.3,4.18,5.2,5,7.27,1.61,5.96,3.48
313,4.66,2.81,0.54,3.55,4.3,15.11,5.94,3.09
314,1.07,8.76,0.5,11.57,1.37,5.69,8.63,2.41
315,4.69,9.52,0.42,3.14,3.52,10.11,5.03,3.57
316,0.84,7.78,4.07,5.82,8.84,0.79,1.17,10.69
317,8.91,5.57,7.02,6.36,0.3,0.39,9.75,1.7
318,3.89,0.51,4.4,4.33,9.73,3.98,5,8.16
319,8.76,4.62,1.52,3.2,2.99,7.54,1.17,10.2
320,1.16,1.68,4.74,5.62,1.41,15.57,0.49,9.33
321,5.91,6.26,3.05,0.49,5.51,6.1,3.67,9.01
322,2.27,8.74,3.87,9.55,4.06,5.78,5.11,0.62
323,9.04,0.44,6.02,6.42,2.25,6.61,0.46,8.76
324,5.56,1.77,8.57,5.48,4.19,1.89,8.21,4.33
325,6.55,8.42,4.3,6.85,1.38,1.37,8.97,2.16
326,0.79,8.35,7.17,2.76,5.9,0.58,8.52,5.93
327,0.5,3.95,7.15,8.46,2.42,9.36,7.99,0.17
328,9.36,2.19,0.47,0.55,10.02,0.58,16.6,0.23
329,2.97,0.87,5.93,10.27,9.7,3.45,1.29,5.52
330,1.85,2.93,8.22,2.27,4.35,10.53,6.57,3.28
331,2.93,6.62,9.62,5.35,1.52,1.2,0.99,11.77
332,5.58,2.46,9.96,8.65,2.55,5.58,4.81,0.41
333,3.69,3.82,4.78,2.12,0.71,6.55,16.45,1.88
334,9.11,6.33,6.24,0.72,4.32,4.25,7.59,1.44
335,3.74,8.69,3.7,6.71,5.41,7.45,2.57,1.73
336,3.23,7.29,0.66,11.14,2.24,5.28,7.12,3.04
337,8.55,6,6.61,6.44,3.3,4.95,0.89,3.26
338,1.49,10.16,2.66,4.48,3.1,4.59,12.4,1.12
339,9.01,7.9,0.44,8.59,6.55,0.41,4.09,3.01
340,1.7,10.04,2.86,9.99,0.81,5.3,3.74,5.56
341,8.12,4.21,1.03,3.07,2.3,7.23,2.35,11.69
342,6.01,0.58,3.73,0.59,1.6,17.92,2.52,7.05
343,8.73,5.78,2.27,3.42,3.4,6.34,5.83,4.23
344,0.52,10.21,2.14,4,0.97,1.57,10.4,10.19
345,8.58,4.3,6.49,3.39,1.74,2.49,9.07,3.94
346,8.23,2.95,4.88,5.81,9.01,1.67,1.56,5.89
347,0.5,4.43,8.73,9.77,7.7,3.01,1.42,4.44
348,3.22,2.1,9.03,0.36,3.33,7.16,6.28,8.52
349,6.42,7.69,8.15,6,4.46,1.53,0.53,5.22
350,5.23,7.59,4.39,7.65,2.67,3.73,4.43,4.31
351,7.03,3.13,7.7,0.77,2.23,3.13,13.87,2.14
352,3.33,4.75,8.57,5.48,8.45,0.98,8.35,0.09
353,9.01,2.65,3.82,0.49,4.31,7.55,2.98,9.19
354,5.92,2.74,5.8,2.93,1.27,8.16,10.98,2.2
355,3.79,2.63,0.66,7.35,0.63,13.95,2.13,8.86
356,4.23,4.07,6.74,0.49,8.78,7.29,2.45,5.95
357,9.84,4.48,2.93,3.43,0.62,11.29,4,3.41
358,9.12,7.56,4.37,1.13,3.58,1.59,10.56,2.09
359,0.5,7.86,8.88,0.45,1.29,13.32,3.1,4.6
360,6.93,5.45,6.94,2.06,2.44,6.69,7.2,2.29
361,7.12,0.46,2.09,8.97,2.57,3.02,2.73,13.04
362,1.13,3.94,10.12,0.49,8.59,1.58,9.81,4.34
363,7.88,4.41,6.21,2.63,6.88,6.81,2.89,2.29
364,1.85,6.24,1.87,7.67,3.2,9.57,8.25,1.35
365,3.41,5.51,6.8,9.12,5.55,2.7,0.87,6.04
366,4.57,6.6,7.25,4.13,0.61,9.4,7.29,0.15
367,5.35,9.6,0.41,0.49,3.54,9.07,1.74,9.8
368,4.59,2.65,9,7.4,7.8,3.62,0.53,4.41
369,4.26,2.04,6.91,10.18,2.65,4.46,1.48,8.02
370,0.5,3.62,9.36,6.54,0.77,3.68,11.63,3.9
371,1.1,2.58,12,6.28,6.51,0.41,10.59,0.53
372,2.4,5.82,7.3,8.62,7.21,4.17,1.94,2.54
373,4.36,9.18,0.77,1.61,5.4,5.22,12.71,0.75
374,8.21,2.6,7.19,6.69,4.83,0.34,0.5,9.64
375,3.66,4.46,9.82,3.76,3.36,8.15,5.61,1.18
376,4.93,1.25,7.78,3.59,9.19,6.42,5.86,0.98
377,1.1,1.37,12.14,5.03,9.07,3.61,6.96,0.72
378,0.51,9.57,5.64,3.8,9.67,2.83,0.67,7.31
379,3.56,9.6,7.3,2.43,3,2.75,3.35,8.01
380,7.69,9.08,5.98,4.22,2.74,2.13,6.46,1.7
381,2.87,7.05,8.46,7.98,5.68,5.05,1.2,1.71
382,3.17,4.3,3.27,2.87,0.65,13.45,7.93,4.36
383,3.91,5.34,3.03,3.12,0.61,15.94,0.4,7.65
384,3.98,6.95,6.66,4.54,7.49,1.36,1.83,7.19
385,6.25,5.25,2.08,8.45,2.09,9.78,0.3,5.8
386,0.56,3.17,7.13,5.9,7.99,4.91,2.05,8.29
387,7.95,6.68,1.13,0.78,6.14,7.35,5.3,4.67
388,8.22,2.21,8.6,2.26,1.08,2.29,14.51,0.83
389,8.62,1.29,3.85,2.77,6.76,0.55,15.84,0.32
390,2.93,3.43,5.08,2.47,6.65,11.98,4.16,3.3
391,2.55,0.69,12.05,4.75,8.3,0.51,7.46,3.69
392,1.26,8.06,5.41,6.19,0.76,4.31,5.5,8.51
393,2.41,0.56,10.64,3.08,7.41,4.39,1.11,10.4
394,7.55,2.64,9.07,0.41,3.52,4.57,6.74,5.5
395,4.96,1.43,4.17,3.63,0.64,8.92,7.03,9.22
396,0.5,0.56,1.77,12.59,4.43,0.71,9.95,9.49
397,1.52,1.62,0.61,0.72,7.78,15.78,6.06,5.91
398,3.53,5.8,7.4,0.52,11.17,2.07,4.08,5.43
399,7.72,1.18,2.15,1.38,0.68,4.71,1.1,21.08
400,4.54,3.99,1.27,10.45,8.99,4.73,1.97,4.06
401,0.5,2.12,1.26,5.97,10.71,10.29,8.36,0.79
402,0.5,0.56,12.14,7.12,3.44,8.89,4,3.35
403,8.04,4.95,6.77,7.98,4.2,0.26,7.13,0.67
404,7.28,2.97,4.56,2.46,3.17,12.47,0.55,6.54
405,7.79,1.38,8.64,6.11,6.59,6.1,2.7,0.69
406,8.54,5.2,7.77,4.13,5.99,4.44,3.85,0.08
407,5.41,0.86,10.94,7.36,4.77,6.83,0.58,3.25
408,1.5,2.96,9.71,4.99,2.47,8.94,6.87,2.56
409,9.61,8.6,5.72,2.41,5.21,0.69,0.9,6.86
410,0.72,6.03,3.12,8.72,6.78,2.73,5.83,6.07
411,9.22,2.92,0.46,7.47,8.09,0.57,6.1,5.17
412,7.46,6.46,7.13,0.43,1.08,6.28,2.31,8.85
