Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8,Person9,Person10,Person11,Person12,Person13,Person14,Person15
115,2.15,5.89,0.57,4.58,6.06,2.26,0.86,8.56,0.9,4.4,0.61,0.8,7.71,7.27,7.38
116,1.76,2.01,4.09,0.7,1.97,4.18,3.77,5.2,9.71,5.34,8.41,3.35,4.17,1.07,4.27
117,2.96,7.06,2.6,5.77,5.03,6.13,0.89,7.06,0.58,6.84,1.85,2.74,1.63,5.58,3.28
118,2.65,6.78,2.29,7.06,0.69,2.98,7.8,6.61,1.05,6.94,2.45,5.02,1.87,5.67,0.14
119,5.85,1.8,3.68,2.66,7.49,6.76,6.56,0.75,3.64,0.88,0.64,3.61,9.98,3.75,1.95
120,1.07,7.53,5.06,3.31,7.27,5.38,6.09,0.45,5.46,5.06,1.7,2.03,1.36,2.18,6.05
121,1.35,0.97,6.71,2.09,2.01,9.02,0.88,2.24,3.97,1.7,2.87,4.48,4.96,16.38,0.37
122,7.59,3.75,1.04,1.0,8.35,1.98,5.75,0.12,2.39,5.91,1.48,4.25,10.64,1.67,4.08
123,5.92,2.34,1.61,1.78,6.41,4.09,3.95,2.67,2.6,2.11,2.93,0.92,4.21,15.46,3.0
124,2.67,4.63,4.37,5.08,5.29,2.95,2.86,3.24,0.33,5.91,3.17,6.15,0.65,10.93,1.77
125,7.23,6.46,3.24,5.82,1.0,7.19,2.37,1.06,1.98,4.8,5.48,3.74,3.66,5.35,0.62
126,0.37,1.37,4.85,2.98,2.03,3.96,7.78,0.73,9.32,7.87,5.52,4.22,4.51,2.34,2.15
127,4.88,0.94,5.32,5.15,2.21,4.37,5.58,4.18,5.43,1.19,8.01,2.7,4.58,1.51,3.95
128,7.71,1.78,2.12,6.83,0.32,0.96,3.08,1.43,5.44,2.07,9.63,2.57,0.4,2.2,13.46
129,6.04,0.26,3.93,7.27,3.93,6.98,3.04,3.59,1.72,0.97,7.0,5.59,4.02,2.98,2.68
130,1.39,7.51,1.43,3.96,4.17,6.38,1.29,7.33,3.35,1.23,1.56,2.61,4.28,1.19,12.32
131,7.63,2.95,3.31,3.52,2.72,0.85,4.13,0.54,8.82,2.08,4.79,3.36,1.53,1.46,12.31
132,6.15,4.02,7.31,1.62,5.14,7.0,1.38,5.7,4.65,4.73,0.61,5.82,2.94,1.23,1.7
133,0.08,1.85,8.05,4.18,2.92,0.99,1.02,2.27,3.27,11.56,3.74,5.06,0.63,9.79,4.59
134,6.67,2.61,5.35,5.26,5.47,0.9,3.66,2.48,2.5,5.78,6.81,0.39,2.19,2.96,6.97
135,3.96,7.93,4.96,4.72,0.15,1.1,7.76,4.44,6.81,0.4,3.4,2.27,7.92,1.54,2.64
136,3.1,1.17,1.98,3.42,5.08,0.67,1.17,8.83,6.04,4.55,3.65,7.79,2.77,1.38,8.4
137,2.8,3.89,4.15,5.65,5.67,3.77,6.93,3.53,0.03,7.61,4.76,0.14,2.12,3.72,5.23
138,3.62,4.17,3.82,5.62,2.78,5.24,0.77,7.57,4.54,1.04,0.33,2.78,10.35,3.96,3.41
139,0.64,7.04,3.73,4.06,8.06,5.47,4.61,0.51,4.33,6.91,0.56,2.44,6.73,1.33,3.58
140,6.65,4.57,4.4,1.93,0.19,5.24,2.31,5.54,2.15,6.15,7.73,4.88,0.64,2.24,5.38
141,1.7,2.79,2.49,2.08,6.42,3.59,3.89,2.04,9.92,0.58,7.54,3.53,5.2,1.56,6.67
142,7.55,3.57,0.23,5.23,2.82,4.54,6.0,0.23,6.49,7.28,0.85,5.78,5.73,1.47,2.23
143,2.79,7.61,5.08,2.47,1.97,3.8,4.14,5.12,0.86,6.01,1.61,3.71,5.07,8.38,1.38
144,7.6,4.9,5.28,1.33,0.26,4.32,6.49,1.06,5.38,5.64,6.66,0.14,3.67,2.01,5.26
145,3.99,6.81,6.24,1.49,2.08,3.75,3.52,7.15,0.73,2.09,4.41,5.71,2.06,8.63,1.34
146,4.15,6.45,3.8,3.7,6.27,2.1,3.66,7.21,4.89,1.03,6.33,4.9,1.89,1.25,2.37
147,3.81,4.33,2.86,0.28,0.99,3.07,1.57,4.8,7.69,5.82,4.1,0.13,12.7,6.81,1.04
148,0.4,8.0,2.31,7.79,2.15,5.38,1.3,5.36,2.75,6.49,3.84,2.03,1.86,7.22,3.12
149,2.8,4.87,1.26,1.59,6.94,6.25,3.5,7.8,1.22,1.71,0.08,7.41,0.67,6.89,7.01
150,3.3,2.49,1.02,2.32,4.86,8.3,3.04,1.73,0.89,1.07,4.93,12.77,8.43,4.69,0.16
151,5.63,4.77,4.19,0.84,0.11,1.68,4.1,8.55,6.31,7.34,6.44,2.47,2.47,2.27,2.83
152,5.39,7.13,1.88,4.3,5.26,5.42,5.82,5.55,0.82,4.46,4.94,4.1,1.95,2.52,0.46
153,5.6,2.14,5.37,1.86,3.84,0.89,3.2,2.44,2.72,6.25,3.29,2.91,9.51,9.51,0.47
154,0.11,4.7,8.25,3.19,3.8,3.77,5.99,3.59,4.84,5.51,5.93,0.31,4.77,0.05,5.19
155,4.9,2.35,3.12,4.8,1.63,6.83,1.02,7.94,5.74,6.16,5.5,2.09,3.87,2.31,1.74
156,1.14,4.73,6.7,2.26,0.04,1.85,2.33,8.99,8.16,2.81,6.15,3.41,0.49,8.06,2.88
157,4.26,2.35,7.42,0.26,4.37,6.25,0.3,6.04,5.94,5.3,3.01,1.37,5.75,5.59,1.79
158,6.43,5.45,2.9,4.81,4.78,6.79,6.16,5.56,3.69,4.11,2.13,1.87,0.03,3.51,1.78
159,7.48,6.71,0.89,5.65,0.44,7.17,4.46,1.35,6.36,5.42,5.44,2.84,1.81,1.98,2.0
160,1.97,3.15,3.05,7.55,5.4,1.15,2.79,8.3,6.73,4.89,1.16,6.14,4.77,0.67,2.28
161,6.2,7.05,5.58,5.24,2.5,1.11,3.99,5.31,1.62,0.62,0.61,2.77,9.63,0.22,7.55
162,3.84,6.77,5.33,1.31,5.38,1.45,1.55,1.07,2.01,8.76,1.87,9.23,5.57,5.48,0.38
163,4.57,6.3,5.62,2.96,4.38,4.03,6.21,3.66,2.82,5.77,3.3,0.44,5.48,3.3,1.16
164,3.7,2.87,5.12,1.09,3.45,4.19,6.75,1.47,2.82,2.2,4.47,10.09,4.81,4.13,2.84
165,6.72,3.09,1.05,7.23,6.49,1.67,6.15,4.4,0.72,3.98,1.07,0.35,8.96,7.37,0.75
166,4.87,1.67,1.9,3.15,1.1,9.26,8.09,3.72,6.71,5.85,0.59,6.52,3.71,0.31,2.55
167,1.67,0.43,8.06,7.13,0.04,5.81,7.03,0.94,0.29,7.17,2.23,0.11,0.61,15.6,2.88
168,4.73,6.44,5.79,5.16,5.14,1.76,4.97,3.18,2.62,0.82,4.57,6.22,2.33,0.87,5.4
169,5.66,7.41,1.2,4.38,3.01,0.34,8.4,6.03,3.13,2.81,6.78,0.11,6.76,1.48,2.5
170,4.78,6.79,3.84,3.32,4.91,0.76,1.31,0.75,4.8,3.36,1.49,8.33,2.6,7.79,5.17
171,7.26,1.86,1.7,3.02,7.2,0.57,6.57,4.75,0.53,6.14,7.6,4.82,3.96,0.18,3.84
172,3.88,2.26,5.63,2.66,1.69,8.68,2.96,6.41,6.46,1.08,1.46,3.3,1.28,8.52,3.73
173,0.65,7.84,3.03,1.34,7.21,5.77,0.93,0.08,7.31,6.86,5.03,4.7,3.69,0.32,5.24
174,0.26,1.45,3.76,1.76,3.08,2.7,3.59,10.76,8.54,6.29,5.27,2.27,2.86,6.59,0.82
175,0.84,7.17,1.93,4.5,3.78,2.44,5.33,4.9,3.59,7.52,0.02,3.4,8.41,5.24,0.93
176,4.5,7.69,2.12,6.71,5.23,0.35,5.03,4.1,0.39,1.18,3.03,9.1,5.25,2.71,2.61
177,7.44,5.64,6.76,1.91,2.23,7.14,2.61,2.56,5.09,1.99,6.24,0.6,4.7,4.36,0.73
178,1.63,0.09,7.07,1.87,4.6,0.46,5.77,3.08,5.89,1.62,8.28,4.01,3.92,2.7,9.01
179,2.57,4.65,3.87,7.71,3.34,3.38,3.52,2.84,4.34,7.92,4.52,1.06,0.78,6.76,2.74
180,5.93,7.71,1.03,1.77,7.39,4.79,6.51,0.22,6.34,4.13,2.4,1.47,6.38,1.08,2.85
181,3.78,1.93,1.02,3.85,1.99,2.17,4.82,1.1,10.16,5.58,6.68,5.47,4.61,4.56,2.28
182,5.94,6.28,3.33,3.37,4.01,0.04,4.29,6.88,1.42,8.0,1.41,1.25,7.53,1.8,4.45
183,1.9,6.81,2.49,4.27,7.52,2.37,6.24,2.09,5.88,2.71,3.16,3.57,1.4,5.73,3.86
184,1.03,4.81,1.2,8.77,5.57,4.29,2.58,0.36,7.4,5.56,4.38,4.89,4.05,3.43,1.68
185,1.53,5.37,1.28,4.87,1.89,5.79,3.51,0.35,9.59,1.84,7.65,5.86,1.05,4.17,5.25
186,2.15,6.27,1.56,3.52,0.26,5.88,7.12,6.36,1.39,3.84,4.39,4.77,3.49,7.02,1.98
187,1.35,8.11,3.32,1.92,6.26,3.88,0.04,8.57,0.05,8.24,5.68,5.53,0.56,0.89,5.6
188,6.81,4.45,1.81,6.42,2.1,5.59,6.51,5.15,3.22,3.43,4.54,0.85,0.68,0.58,7.86
189,0.04,1.19,6.36,1.97,5.77,0.6,8.84,4.9,3.1,4.07,5.73,5.42,6.39,5.16,0.46
190,2.69,5.4,5.69,3.47,6.97,6.25,5.98,1.95,0.44,3.64,0.54,7.11,4.49,3.26,2.12
191,5.8,2.1,5.31,7.49,0.68,0.05,1.61,7.13,3.75,4.52,4.47,7.71,2.08,4.14,3.16
192,0.51,5.29,3.04,4.39,5.49,2.12,5.64,3.36,5.24,0.25,6.56,0.5,9.82,7.55,0.24
193,5.58,0.88,1.57,5.81,6.3,6.0,6.17,1.94,4.82,1.79,6.64,4.43,1.77,0.93,5.37
194,0.74,0.22,1.53,6.52,5.24,5.51,0.05,1.15,4.33,0.73,1.3,13.03,4.87,8.34,6.44
195,4.29,5.54,2.75,1.38,1.28,5.48,0.42,4.9,3.78,9.42,1.83,2.9,9.21,4.0,2.82
196,1.53,6.92,4.95,6.96,1.42,6.92,1.48,1.72,6.86,1.84,1.18,5.44,7.68,1.1,4.0
197,1.61,2.28,6.3,6.76,2.36,5.14,5.55,5.61,4.36,0.56,7.09,2.96,1.44,6.72,1.26
198,6.35,6.79,3.44,6.06,4.8,6.39,3.43,0.3,0.37,5.82,0.82,0.03,9.64,0.43,5.33
199,3.74,0.47,8.5,4.09,3.16,2.03,1.42,1.87,7.63,3.42,1.91,3.42,5.02,12.25,1.07
200,4.93,4.07,3.51,4.65,4.81,6.02,0.79,5.51,3.63,1.08,0.03,7.96,0.12,0.11,12.78
201,0.38,1.83,8.84,1.4,1.34,3.28,6.39,1.59,1.55,10.23,7.34,5.25,4.7,1.26,4.62
202,5.07,4.64,6.43,0.01,3.29,7.0,3.12,3.62,0.73,1.35,9.48,6.53,5.53,0.09,3.11
203,7.27,0.47,4.91,6.17,4.68,1.88,4.55,0.32,3.05,3.54,1.7,8.49,4.98,6.67,1.32
204,0.96,5.73,7.33,4.16,6.6,1.23,3.82,3.69,3.33,1.02,8.61,3.06,4.41,0.02,6.03
205,5.14,5.57,0.56,0.37,0.67,7.02,3.98,7.83,4.03,0.03,3.5,6.72,5.9,4.07,4.61
206,5.72,3.5,1.13,2.5,0.76,3.46,5.29,7.82,0.65,6.13,7.6,3.55,2.57,4.72,4.6
207,2.7,7.0,0.8,7.2,5.68,3.24,3.0,3.55,0.13,3.98,3.46,6.99,5.25,4.21,2.81
208,3.75,0.27,6.26,4.85,3.5,0.74,8.92,1.93,1.05,3.1,1.1,11.17,5.8,3.67,3.89
209,2.18,5.25,1.97,2.65,6.04,4.87,2.31,4.71,4.37,8.13,1.31,3.4,0.87,2.86,9.08
210,4.31,0.49,4.1,4.74,6.84,7.63,2.52,1.66,6.48,5.36,5.69,3.44,0.03,4.12,2.59
211,3.01,0.26,4.63,5.88,4.95,5.24,1.0,2.16,0.23,4.35,6.91,10.6,2.3,6.18,2.3
212,5.8,2.22,3.08,5.99,5.97,6.56,2.09,6.18,2.08,5.39,3.2,4.66,0.8,1.95,4.03
213,5.95,7.11,6.57,2.38,3.13,2.41,3.4,4.28,6.88,3.97,1.75,1.0,6.55,4.51,0.11
214,5.67,1.38,5.51,3.1,5.27,1.78,7.19,0.14,4.68,7.44,2.27,7.47,2.79,4.0,1.31
215,2.12,6.34,3.59,6.42,3.75,6.45,3.38,2.47,2.31,0.48,6.91,2.46,1.72,6.37,5.23
216,6.87,5.11,3.02,4.19,2.21,0.8,3.51,1.2,1.8,2.73,5.43,8.62,0.78,4.87,8.86
217,0.9,6.42,4.53,1.84,8.06,1.3,4.86,1.7,1.45,5.9,3.08,6.44,5.21,4.81,3.5
218,7.38,3.47,1.66,2.38,6.71,7.52,3.8,2.5,1.49,6.56,3.2,6.37,1.98,3.02,1.96
219,5.04,2.87,2.77,4.13,2.01,0.54,5.82,1.5,9.18,4.24,5.29,4.57,3.13,8.42,0.49
220,7.27,6.22,2.75,3.55,2.79,1.77,1.31,8.42,6.73,2.91,1.9,5.6,5.77,1.69,1.32
221,0.93,1.73,3.17,6.8,4.23,7.67,5.83,7.33,4.74,1.45,2.64,3.62,0.52,1.88,7.46
222,3.1,5.32,7.2,3.37,0.78,3.34,3.08,6.8,3.9,6.18,1.5,4.32,5.9,4.39,0.82
223,2.05,4.69,3.59,3.4,2.51,4.18,7.53,1.79,0.34,5.76,6.73,6.51,3.92,5.75,1.25
