Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8,Person9,Person10,Person11,Person12,Person13,Person14,Person15
36,6.54,3.71,4.56,2.32,4.26,1.24,6.36,6.47,2.53,4.76,1.47,3.49,0.3,11.89,0.1
37,6.17,2.34,3.41,6.81,6.02,3.48,0.63,3.63,1.02,0.24,6.58,5.96,6.59,3.56,3.56
38,1.86,3.3,1.68,0.56,3.31,1.98,7.86,2.98,7.41,5.34,1.49,6.45,6.4,3.59,5.79
39,2.65,2.73,0.96,5.35,3.29,5.88,8.01,0.06,0.64,6.44,1.7,4.88,2.96,12.82,1.63
40,2.97,3.83,7.18,1.1,4.75,5.09,7.72,3.82,2.31,1.37,7.0,2.52,1.84,4.95,3.55
41,0.51,0.61,3.81,5.6,3.18,0.45,4.58,9.12,4.93,1.41,9.32,0.35,8.99,4.3,2.84
42,0.05,5.43,6.23,5.65,2.01,3.65,5.67,2.73,6.91,2.62,3.49,5.33,1.9,7.16,1.17
43,0.93,3.4,8.53,5.69,5.73,6.24,4.52,2.5,6.11,2.19,5.11,2.97,2.4,1.79,1.89
44,6.24,1.59,3.89,0.4,1.84,0.39,6.36,0.14,6.38,4.93,2.54,6.7,6.39,0.08,12.13
45,5.74,6.14,4.61,3.29,4.36,1.42,3.53,5.7,6.51,6.22,1.29,3.01,4.35,2.49,1.34
46,5.38,5.32,6.85,4.41,2.48,3.94,4.04,5.22,4.95,4.47,3.16,2.6,0.06,2.36,4.76
47,3.06,3.77,3.74,3.19,4.34,6.67,7.28,6.06,1.79,5.54,3.23,0.04,3.05,6.52,1.72
48,3.26,2.28,0.66,3.54,9.05,4.84,4.95,1.76,1.64,7.62,5.92,4.67,4.11,0.92,4.78
49,1.63,3.37,7.54,6.69,4.37,1.93,6.06,1.57,5.24,5.59,6.13,3.34,2.24,0.19,4.11
50,7.93,0.74,3.4,7.65,1.36,1.23,7.3,0.02,1.09,7.56,4.21,4.54,2.17,10.77,0.03
51,0.77,2.86,2.1,7.99,4.86,4.94,6.11,7.01,2.3,0.64,0.91,6.99,1.08,6.75,4.69
52,7.69,7.11,2.44,1.64,5.46,5.3,2.53,3.64,1.07,6.64,6.39,1.45,4.87,3.56,0.21
53,0.56,6.63,5.21,6.12,7.19,5.65,4.02,1.18,2.81,3.03,2.5,7.48,0.14,6.43,1.05
54,6.97,3.82,3.49,5.13,1.05,5.94,5.93,3.32,3.28,2.91,3.72,0.84,2.8,1.97,8.83
55,4.25,0.09,0.77,3.22,6.74,6.02,5.04,4.06,4.91,3.95,6.14,2.28,7.04,3.54,1.95
56,2.53,0.21,7.26,5.99,3.19,0.72,1.67,8.26,0.72,1.44,3.02,4.47,8.6,7.41,4.51
57,3.27,1.99,4.91,1.4,3.0,6.74,8.57,2.42,0.57,5.77,4.02,7.41,4.81,2.09,3.03
58,4.54,3.07,4.11,5.92,3.56,7.62,6.12,0.04,1.66,2.93,4.34,4.62,6.94,3.55,0.98
59,1.33,5.29,4.35,1.58,6.73,7.49,6.4,3.54,4.37,2.79,2.85,1.72,6.29,3.29,1.98
60,4.33,6.88,0.85,6.43,3.05,7.57,2.21,1.19,4.51,6.15,1.4,0.54,6.5,4.13,4.26
61,2.77,5.46,1.32,7.49,0.01,5.03,4.64,7.54,7.24,1.39,1.54,5.61,0.62,1.91,7.43
62,1.53,6.75,4.21,0.89,7.8,4.78,5.61,2.58,2.32,1.03,8.72,1.8,6.42,5.46,0.1
63,0.45,4.51,2.12,2.53,7.02,8.42,1.26,0.03,2.04,9.14,4.54,3.63,0.53,5.18,8.6
64,1.22,2.03,0.97,8.78,8.34,5.34,1.45,4.37,2.15,3.63,8.46,4.93,1.95,0.17,6.21
65,4.22,3.35,3.13,6.55,6.78,5.98,0.67,1.47,2.0,4.36,4.13,2.78,8.42,4.71,1.45
66,1.63,7.25,7.32,3.99,2.07,6.76,0.3,6.68,4.09,2.47,6.47,2.99,5.13,0.11,2.74
67,5.93,1.82,0.41,0.96,8.61,3.14,1.25,1.16,6.14,8.32,5.67,7.24,3.4,1.23,4.72
68,0.29,6.5,7.94,2.16,6.79,3.93,4.98,0.58,0.55,7.01,3.88,4.89,6.68,0.15,3.67
69,3.71,5.85,4.39,5.14,3.74,0.76,1.7,5.3,7.11,3.92,6.92,3.04,3.47,3.33,1.62
70,7.86,5.98,2.78,7.15,5.81,1.39,4.98,1.56,4.65,0.44,5.96,2.4,2.33,0.4,6.31
71,4.41,1.84,2.14,5.89,4.29,1.44,8.73,4.46,1.58,6.4,6.16,1.21,4.7,6.28,0.47
72,6.17,2.85,2.21,7.32,3.99,5.55,6.13,0.99,3.06,5.44,5.62,1.36,5.31,1.07,2.93
73,2.38,1.1,7.54,1.24,5.82,2.65,5.86,7.05,1.96,1.16,6.86,5.35,5.9,3.72,1.41
74,6.49,7.61,6.48,2.47,1.27,4.5,0.27,0.54,3.44,5.1,1.93,1.25,6.11,6.71,5.83
75,6.07,2.92,3.29,2.32,5.1,3.19,1.92,7.94,5.66,3.46,5.66,1.3,4.8,2.66,3.71
76,2.44,2.0,1.37,6.82,6.34,7.69,1.82,6.39,1.47,0.18,4.83,9.32,2.33,6.48,0.52
77,4.28,5.65,4.61,1.95,4.79,2.23,5.7,0.3,5.94,0.94,8.63,5.58,6.23,0.81,2.36
78,7.24,6.32,3.9,4.27,6.59,1.19,5.61,4.91,4.18,0.9,4.6,4.78,0.33,2.82,2.36
79,6.68,3.02,2.59,2.2,3.94,6.19,2.21,0.57,3.12,1.25,5.77,0.67,0.4,14.25,7.14
80,6.45,4.32,1.02,4.93,0.39,2.68,0.25,5.89,5.01,6.08,5.7,3.71,1.6,4.35,7.62
81,6.66,1.03,4.62,5.49,1.96,6.62,4.61,0.31,1.01,7.74,5.52,1.69,7.06,2.26,3.42
82,3.85,7.12,6.97,4.86,2.04,3.64,5.7,6.02,2.7,0.12,1.35,2.45,7.6,0.39,5.19
83,2.61,4.36,5.12,5.83,0.76,4.2,6.27,7.41,0.51,5.65,4.48,5.72,3.69,1.31,2.08
84,6.25,3.28,1.57,4.62,3.14,2.75,3.34,4.49,4.58,6.89,3.43,5.96,1.05,1.71,6.94
85,1.74,2.36,2.45,1.3,2.01,9.83,4.89,4.66,8.49,2.42,4.93,0.96,1.6,2.96,9.4
86,4.82,5.74,1.07,1.07,4.39,2.13,5.98,6.26,0.11,2.41,2.28,10.46,3.03,0.71,9.54
87,5.11,0.27,3.6,8.18,5.73,0.86,0.52,4.88,7.81,1.83,0.97,4.02,6.28,2.05,7.89
88,7.23,6.41,5.95,0.23,6.74,1.16,5.4,4.75,0.21,6.24,3.49,5.69,1.11,3.72,1.67
89,0.2,0.04,9.04,6.07,1.56,7.44,4.81,1.16,7.34,2.31,0.33,6.46,6.21,2.71,4.32
90,2.16,4.36,5.79,4.88,5.46,3.56,0.46,4.84,7.34,0.57,4.87,6.07,0.01,4.16,5.47
91,2.39,5.47,2.2,0.83,3.8,4.73,1.3,5.59,0.1,0.82,4.73,3.16,6.01,1.21,17.66
92,7.27,0.54,2.82,3.02,2.94,0.06,4.42,9.65,3.36,5.36,5.14,5.88,6.16,2.51,0.87
93,7.26,6.4,1.5,1.81,0.14,1.07,0.4,5.14,0.42,2.8,7.41,3.42,4.81,15.48,1.94
94,7.88,2.4,4.87,3.22,1.17,7.78,4.59,1.13,4.88,5.46,3.3,2.58,2.16,4.64,3.94
95,3.82,7.8,6.05,6.43,4.48,5.01,5.7,2.35,2.33,3.84,2.15,2.29,1.27,1.8,4.68
96,1.67,6.31,4.44,2.35,4.25,4.66,1.03,8.02,3.03,1.56,8.49,2.41,2.91,4.55,4.32
97,6.13,6.96,0.48,5.23,4.61,0.52,2.32,3.95,6.26,2.57,1.18,1.7,1.08,14.84,2.17
98,7.97,7.1,0.23,1.61,2.13,4.36,3.25,2.74,4.27,3.41,1.6,9.31,1.03,0.13,10.86
99,0.02,1.75,1.15,4.02,4.93,6.86,1.8,4.88,2.06,6.51,2.29,3.3,2.55,12.17,5.71
100,4.65,6.59,1.4,3.11,4.75,4.67,5.75,6.18,4.43,2.93,4.7,4.05,0.07,2.18,4.54
101,3.82,6.17,2.74,4.27,3.16,2.35,5.7,2.02,0.44,3.17,4.36,5.0,7.26,0.32,9.22
102,3.17,4.22,6.37,0.14,6.78,1.96,3.19,1.83,4.84,8.75,4.08,2.85,1.24,4.07,6.51
103,7.23,1.13,0.25,7.8,0.8,4.94,5.72,1.9,7.16,5.58,6.7,3.72,0.94,4.54,1.59
104,6.63,4.73,5.27,4.54,1.58,5.61,6.44,5.21,5.1,2.82,0.97,1.38,1.53,4.24,3.95
105,1.54,1.26,1.41,0.56,2.67,8.06,3.55,6.91,2.12,6.53,4.24,6.44,0.61,7.48,6.62
106,1.77,2.39,1.46,1.35,9.07,1.56,1.64,5.25,7.7,4.53,1.78,0.56,5.3,15.13,0.51
107,5.36,7.31,5.14,5.53,6.27,1.08,6.5,2.34,2.63,3.05,2.05,3.86,5.0,1.48,2.4
108,6.27,2.07,7.74,2.55,1.43,7.63,5.38,2.57,5.43,5.37,1.13,1.92,0.3,8.11,2.1
109,1.55,3.42,0.8,4.92,1.7,0.46,0.06,3.82,3.57,10.73,11.55,3.17,0.65,13.2,0.4
110,4.71,5.03,6.73,1.88,6.57,6.71,0.57,4.05,4.82,0.33,2.59,0.31,6.59,9.01,0.1
111,5.49,5.32,6.56,6.87,1.44,0.67,0.83,6.44,1.42,6.01,4.3,1.7,1.84,4.88,6.23
112,0.55,2.41,7.94,3.13,5.68,6.08,4.88,6.3,3.65,3.44,0.95,3.53,0.13,2.17,9.16
113,7.55,2.38,3.84,7.7,5.81,0.83,4.55,0.12,1.31,4.3,0.58,3.11,4.15,4.98,8.79
114,2.94,1.74,3.24,7.06,5.26,0.98,8.17,5.35,1.52,4.55,5.41,6.09,2.37,3.7,1.62
115,2.9,4.03,6.21,7.6,0.01,6.38,6.1,6.09,1.54,5.79,4.96,1.58,2.85,2.17,1.79
116,5.37,2.88,7.76,7.02,3.8,2.58,5.07,0.05,6.27,6.24,3.33,4.72,2.52,0.02,2.37
117,5.21,3.61,6.97,7.25,3.27,5.54,4.19,4.82,5.04,3.99,0.78,1.63,0.98,5.98,0.74
118,0.83,0.81,3.93,2.41,3.88,1.41,7.74,7.39,7.15,3.48,1.02,8.29,7.38,0.89,3.39
119,7.8,4.48,1.88,0.75,7.47,0.35,0.73,3.48,0.82,7.75,5.01,6.12,5.23,3.19,4.94
120,3.73,3.67,7.45,3.06,6.4,6.91,2.72,3.96,2.58,3.98,0.53,0.06,4.57,0.88,9.5
121,4.83,6.84,0.69,7.2,1.21,1.5,3.82,7.63,0.57,5.81,3.3,6.1,0.71,7.22,2.57
122,2.72,5.34,6.29,2.53,0.21,6.38,8.07,1.98,1.8,7.55,2.68,3.79,4.78,4.89,0.99
123,6.88,0.61,5.91,6.14,0.57,3.28,0.38,0.12,3.33,5.17,0.83,6.17,11.62,2.69,6.3
124,2.99,0.3,0.37,1.19,5.26,4.68,7.42,3.15,2.47,1.35,11.19,2.88,0.31,4.55,11.89
125,1.19,4.98,2.45,1.63,1.05,0.78,3.18,4.17,6.24,1.34,10.59,9.9,1.09,6.74,4.67
126,5.83,7.48,6.29,0.26,2.86,4.92,2.83,4.01,1.64,0.41,6.94,1.47,0.11,10.68,4.27
127,2.01,4.67,0.06,1.98,7.01,5.83,1.18,5.83,4.99,4.38,3.74,4.33,0.75,6.32,6.92
128,2.0,5.88,3.29,2.23,4.45,1.69,6.45,5.45,1.81,3.64,7.81,3.15,6.43,3.76,1.96
129,1.28,4.73,1.82,1.29,0.67,0.85,2.12,0.47,1.13,2.6,9.41,12.54,0.28,18.36,2.45
130,3.19,3.39,0.92,6.43,1.5,8.52,7.5,6.33,1.04,0.59,5.72,4.09,5.93,3.4,1.45
131,7.15,0.46,0.7,7.25,0.93,2.13,1.68,5.21,0.59,8.85,0.84,9.49,6.38,0.35,7.99
132,2.95,0.33,5.15,3.43,1.65,1.97,1.05,0.21,7.72,2.85,10.15,6.67,2.37,13.01,0.49
133,5.19,4.59,4.45,5.46,1.52,5.9,1.2,0.87,4.58,4.16,7.35,6.91,2.03,3.36,2.43
134,3.65,3.29,0.47,6.66,8.16,2.56,6.7,3.33,3.81,5.88,2.12,1.41,6.41,1.99,3.56
135,7.04,1.84,2.44,6.02,2.24,0.78,6.73,1.14,5.08,7.86,2.35,4.52,2.0,6.87,3.09
136,5.38,3.74,2.7,3.41,1.05,5.96,0.67,1.57,2.98,2.55,5.18,7.34,7.3,5.44,4.73
137,2.98,6.06,3.54,1.17,1.52,8.3,3.97,5.55,5.3,0.56,7.87,5.14,4.28,3.59,0.17
138,2.24,3.86,1.02,4.7,2.53,3.28,2.24,9.99,5.03,4.6,2.21,5.13,3.89,0.67,8.61
139,6.7,1.21,5.42,4.69,0.67,5.51,5.47,6.3,2.05,5.18,2.14,4.94,4.93,4.1,0.69
140,4.57,5.51,4.93,4.31,4.88,0.83,3.92,6.88,6.66,0.02,1.96,0.81,9.12,2.33,3.27
141,2.07,6.38,6.35,7.45,2.72,5.76,4.26,3.73,2.69,3.48,5.7,2.8,0.75,0.27,5.59
142,0.38,8.07,1.64,0.97,5.29,5.67,7.89,1.16,6.23,5.47,3.8,6.08,0.95,0.99,5.41
143,0.72,8.14,0.56,7.81,6.47,5.73,0.09,5.39,3.52,1.28,1.49,3.77,9.7,0.11,5.22
144,7.44,1.56,0.76,6.06,0.57,4.87,6.49,2.29,5.97,3.52,2.44,7.43,4.19,2.59,3.82
145,7.69,7.28,2.8,2.65,1.98,6.99,0.77,1.09,2.14,7.09,6.5,5.46,0.52,2.49,4.55
146,3.02,4.64,3.13,4.06,7.53,6.41,3.75,4.18,3.53,4.13,1.01,5.44,2.57,5.84,0.76
147,6.92,3.41,6.52,3.55,2.47,2.63,1.98,2.44,8.37,5.42,0.82,2.99,6.72,3.5,2.26
148,2.75,6.77,3.91,4.97,3.64,7.36,6.57,2.82,3.44,2.14,1.89,6.48,2.79,0.89,3.58
149,5.86,3.51,2.5,1.44,7.99,3.38,1.78,5.31,7.93,6.51,1.59,6.09,2.9,3.12,0.09
150,3.83,7.38,6.66,2.35,4.29,6.15,3.41,0.64,5.93,5.57,0.95,4.25,3.99,4.47,0.13
151,0.56,4.23,2.62,6.78,3.01,6.23,2.14,0.71,6.01,1.28,1.71,7.0,11.23,5.6,0.89
152,3.52,6.87,4.94,5.83,6.48,5.34,3.32,3.8,3.0,1.65,4.66,3.74,3.16,0.64,3.05
153,3.3,4.71,3.03,3.41,7.37,7.12,0.73,1.22,1.18,7.85,5.48,6.8,2.39,3.05,2.36
154,3.77,5.98,5.08,4.66,1.43,2.19,1.08,7.83,3.67,6.4,2.11,3.46,0.47,1.25,10.62
155,6.3,5.75,0.41,0.58,5.02,8.01,7.52,4.56,2.39,2.24,5.11,4.42,2.42,2.28,2.99
156,7.04,2.88,0.94,5.42,2.35,3.77,4.08,4.66,1.11,7.44,6.17,5.16,3.54,3.88,1.56
157,5.06,5.43,0.39,1.17,4.62,4.15,3.32,2.17,1.91,4.11,10.7,7.52,4.82,0.96,3.67
158,5.58,2.27,6.74,1.84,1.67,8.02,1.97,7.31,0.89,2.57,4.73,6.23,1.22,8.48,0.48
159,0.28,6.22,1.5,6.46,7.8,2.99,5.52,3.43,6.11,6.56,1.62,1.71,0.82,4.84,4.14
160,1.75,8.13,6.29,1.03,1.71,1.04,6.32,4.04,8.39,2.84,6.22,4.79,1.32,4.62,1.51
161,8.0,6.67,6.23,2.16,5.77,3.08,4.51,5.54,2.98,1.83,2.05,2.87,0.61,2.09,5.61
162,7.1,4.29,1.84,0.62,0.04,0.33,2.91,8.24,7.26,1.88,0.25,11.17,5.58,1.0,7.49
163,4.45,1.43,5.05,0.53,3.36,4.05,4.77,1.41,4.7,7.99,2.64,9.65,0.93,4.0,5.04
164,0.1,1.37,5.01,5.11,5.91,4.04,0.56,5.91,1.77,0.18,11.48,3.99,4.21,1.84,8.52
165,3.91,3.88,0.79,2.48,3.22,1.37,6.73,0.46,7.04,7.3,2.16,6.99,1.4,7.5,4.77
166,2.97,2.9,2.15,0.83,0.13,5.03,7.44,8.48,1.17,0.38,9.85,1.14,1.1,2.58,13.85
167,4.74,2.22,6.35,2.63,3.05,7.31,2.15,1.01,1.03,8.03,7.56,1.38,6.1,2.93,3.51
168,1.14,6.03,4.33,2.33,0.35,7.57,5.72,2.01,8.66,5.54,0.29,7.22,5.39,3.37,0.05
169,1.44,1.98,6.96,6.29,7.69,1.69,5.34,2.37,6.72,0.37,5.01,2.5,4.41,6.78,0.45
170,1.86,2.36,6.54,7.66,5.91,3.73,2.55,0.4,4.66,1.31,3.26,2.85,2.82,3.53,10.56
171,6.77,6.46,3.09,2.99,6.23,2.24,5.34,0.72,7.09,5.71,2.48,0.46,6.5,1.97,1.95
172,3.25,6.83,3.06,0.21,4.12,2.48,8.62,5.05,2.28,5.0,1.57,7.91,0.67,7.35,1.6
173,4.74,1.69,3.43,2.47,0.14,5.32,6.54,0.7,5.32,8.83,6.66,4.6,2.82,4.01,2.73
174,0.94,2.38,5.19,4.03,5.57,5.35,1.26,4.8,2.06,3.84,6.73,1.88,2.17,6.64,7.16
175,6.45,3.28,1.77,3.51,6.74,5.77,1.55,0.89,4.44,1.12,1.01,0.71,14.74,5.83,2.19
176,3.06,7.09,1.84,7.16,3.72,0.7,1.28,3.18,1.0,1.7,10.56,2.03,5.69,5.37,5.62
177,0.74,5.03,6.64,4.4,4.05,0.44,1.19,0.61,1.72,10.21,8.46,8.19,0.15,2.85,5.32
178,6.33,2.98,0.17,8.18,2.86,5.24,6.36,3.33,1.24,3.32,2.18,2.29,2.99,7.97,4.56
179,1.38,3.29,4.36,5.37,2.14,0.14,6.36,3.52,8.03,5.51,3.79,7.84,2.99,0.41,4.87
180,3.98,6.14,6.56,4.66,4.38,0.39,4.71,6.5,4.31,5.32,5.07,1.51,2.66,2.66,1.15
181,2.41,0.62,2.25,3.54,7.77,1.74,8.79,0.81,2.82,5.28,0.33,9.29,1.6,4.68,8.07
182,2.87,3.1,8.24,2.2,6.15,6.17,2.85,5.79,4.32,3.93,5.56,4.03,1.04,0.28,3.47
183,6.52,3.39,0.93,4.56,1.34,6.45,7.89,5.28,1.93,3.47,5.24,2.05,2.65,7.24,1.06
184,4.08,4.09,3.7,4.82,4.93,1.13,7.61,4.34,4.09,0.35,7.75,4.03,3.03,4.83,1.22
185,2.54,3.95,0.41,0.26,9.26,0.83,2.18,3.54,2.54,7.01,10.44,0.6,1.7,4.48,10.26
186,5.43,7.4,2.95,7.02,1.29,6.73,0.54,1.17,0.74,4.98,7.15,5.54,0.16,3.38,5.52
187,4.6,0.37,4.98,6.95,2.1,7.76,7.06,0.74,6.51,4.34,2.34,1.89,3.99,3.85,2.52
188,4.93,5.65,6.39,5.84,3.32,4.51,5.21,2.97,0.64,0.11,1.16,1.31,10.26,5.46,2.24
189,3.14,0.01,7.12,4.78,6.4,2.04,0.11,7.78,6.79,0.53,6.46,4.61,0.16,8.22,1.85
190,3.55,5.59,3.06,1.19,1.64,1.06,8.36,5.49,5.51,1.38,8.62,2.41,4.5,4.11,3.53
191,4.93,5.34,4.09,0.92,5.71,2.07,2.0,6.69,4.98,1.03,4.9,2.81,8.48,1.84,4.21
192,0.45,8.26,6.37,6.17,5.5,0.81,4.39,1.68,7.43,5.18,2.94,3.9,4.05,0.74,2.13
193,3.68,0.72,6.07,2.91,5.12,0.55,2.9,2.72,0.2,4.34,6.15,11.51,5.72,1.08,6.33
194,0.2,4.08,4.44,7.33,7.93,0.51,3.3,6.79,2.73,6.11,0.1,1.09,8.39,1.74,5.26
195,5.82,0.57,5.12,6.42,0.76,0.98,0.24,4.86,8.08,2.12,1.13,6.44,1.53,6.77,9.16
196,4.73,1.14,5.23,0.19,2.21,4.35,6.8,0.88,1.42,2.74,4.01,2.45,2.72,20.5,0.63
197,0.57,8.34,2.45,3.16,4.26,2.21,2.04,4.83,7.19,4.47,3.71,5.61,5.08,1.49,4.59
198,4.31,0.24,1.24,4.5,8.34,3.23,4.75,5.28,1.97,8.42,5.51,1.97,1.68,1.14,7.42
199,2.77,4.14,3.22,1.7,3.12,1.26,6.65,6.35,2.88,5.39,1.3,6.02,3.18,1.34,10.68
200,7.94,3.9,3.64,5.94,6.28,6.43,1.13,1.97,4.96,5.61,1.43,4.65,3.64,1.07,1.41
201,6.41,3.55,2.08,6.94,4.13,0.51,0.72,8.9,5.32,1.77,7.0,0.74,3.77,4.55,3.61
202,1.01,0.48,0.58,1.89,5.16,5.98,0.25,9.41,4.76,9.72,4.42,3.2,5.8,5.42,1.92
203,4.24,4.26,0.02,0.58,0.18,2.25,2.36,0.72,5.73,3.59,11.55,2.06,5.76,8.49,8.21
204,5.34,4.1,2.0,3.76,1.82,7.26,7.07,4.4,3.16,0.39,1.21,2.82,9.21,5.53,1.93
205,6.15,0.45,3.58,2.65,2.32,7.15,6.02,5.06,2.32,0.62,9.16,5.61,0.35,1.23,7.33
206,6.15,7.65,0.17,5.79,2.8,1.24,5.84,5.68,6.41,2.07,6.27,4.24,0.89,2.9,1.9
207,6.75,1.76,1.72,3.14,6.54,3.62,7.35,4.36,0.05,5.24,5.79,1.91,0.68,3.2,7.89
208,3.22,7.17,4.7,0.97,7.01,2.57,3.88,0.25,5.98,6.99,1.18,0.43,2.81,7.11,5.73
209,2.82,7.5,3.47,0.14,1.09,8.66,5.04,0.8,6.94,0.18,4.45,3.02,8.95,5.83,1.11
210,2.69,2.14,4.37,4.54,1.23,6.21,7.86,3.81,0.25,6.61,1.64,6.88,2.77,8.8,0.2
211,7.79,0.65,2.62,3.02,5.3,4.03,5.7,4.32,4.05,1.95,3.11,3.14,1.15,3.72,9.45
212,7.94,2.1,2.85,5.06,2.17,6.88,3.83,5.67,5.93,3.25,2.84,0.29,6.69,3.6,0.9
213,6.43,2.11,5.37,4.98,5.31,1.31,0.91,7.77,1.48,5.46,3.44,1.41,8.88,2.43,2.71
214,5.62,4.66,7.42,2.94,1.87,6.2,1.66,7.17,2.98,0.4,5.26,4.53,3.23,2.75,3.31
215,7.3,2.42,1.22,5.41,4.9,1.28,1.33,4.56,0.87,10.17,2.32,5.65,7.58,0.64,4.35
216,5.32,2.74,7.59,0.21,4.9,7.45,4.03,6.74,5.69,1.11,3.24,5.19,0.75,3.7,1.34
217,5.42,4.33,7.06,1.19,7.21,0.94,0.23,6.54,1.3,0.63,6.12,5.26,7.77,4.52,1.48
218,5.47,0.29,2.17,5.59,6.82,5.04,0.77,0.26,0.92,1.12,12.58,1.55,10.39,0.32,6.71
219,7.78,4.64,0.17,2.88,4.19,5.9,6.99,2.84,4.51,1.28,0.99,3.7,2.61,5.79,5.73
220,6.53,3.54,5.54,3.76,0.41,3.85,6.75,1.94,4.19,6.58,1.87,4.44,4.88,2.84,2.88
221,6.45,2.57,3.66,4.53,6.23,3.44,2.75,1.13,4.32,0.84,5.02,1.72,0.41,6.57,10.36
222,4.2,1.91,5.89,2.9,6.95,0.91,3.03,8.35,6.88,2.83,3.79,2.63,4.19,0.85,4.69
223,3.52,2.38,4.84,0.17,3.59,8.65,7.77,3.51,2.63,3.59,1.75,4.91,1.6,10.51,0.58
