Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8,Person9,Person10,Person11,Person12,Person13,Person14,Person15
51,3.74,3.55,6.98,0.17,0.26,2.87,0.92,6.93,6.36,6.3,2.85,9.07,0.83,9.13,0.04
52,1.2,7.76,4.39,0.59,5.55,7.53,6.57,3.65,1.12,1.69,1.18,1.02,4.0,4.59,9.16
53,5.61,0.01,3.86,7.51,0.44,4.43,3.02,1.43,3.41,8.49,1.41,8.61,2.99,3.44,5.34
54,5.46,5.71,3.13,5.99,1.83,3.72,4.0,3.14,4.96,1.2,4.67,6.53,1.88,7.72,0.06
55,2.16,2.5,0.2,6.77,5.16,7.02,0.21,3.53,7.7,6.3,2.8,5.98,0.09,1.92,7.66
56,6.43,0.83,3.38,3.22,7.39,5.7,6.15,0.98,3.72,5.1,3.64,6.07,0.23,5.77,1.39
57,3.13,6.3,0.68,0.94,7.66,6.71,3.92,0.08,2.49,5.19,7.65,4.11,1.25,1.98,7.91
58,6.49,6.87,2.1,2.57,4.74,4.55,1.69,2.36,6.0,1.24,6.54,4.57,3.22,5.14,1.92
59,2.21,1.79,6.28,2.31,6.08,0.38,4.18,4.28,1.94,6.53,1.19,4.72,3.86,6.45,7.8
60,1.46,3.12,4.53,5.49,4.79,7.94,6.06,0.92,2.64,2.25,2.22,8.56,4.77,1.78,3.47
61,0.63,3.53,1.36,8.62,4.16,6.29,4.75,2.9,3.8,5.91,6.94,1.26,3.54,1.83,4.48
62,2.35,5.47,2.08,4.95,0.57,1.86,5.15,0.43,6.77,8.55,3.99,6.73,2.32,0.29,8.49
63,6.41,7.62,3.92,2.42,1.52,7.54,5.61,2.78,1.76,1.17,0.44,6.63,2.11,7.47,2.6
64,7.98,7.39,2.79,0.82,7.44,5.74,1.95,0.25,4.74,6.03,0.39,4.84,6.07,0.98,2.59
65,6.0,5.59,4.15,3.59,4.44,4.24,1.93,4.85,5.32,2.06,4.08,3.04,4.16,1.37,5.18
66,4.16,1.0,4.48,4.74,5.05,3.17,2.67,1.87,4.7,6.09,5.29,1.13,7.08,3.77,4.8
67,0.99,5.66,7.36,1.12,7.61,6.61,6.44,4.14,3.58,2.24,4.6,0.64,5.11,0.13,3.77
68,0.29,1.38,1.39,2.81,7.73,2.39,6.81,3.39,1.53,3.46,2.62,4.31,5.32,5.83,10.74
69,6.41,2.6,3.8,3.42,3.3,5.23,0.62,1.79,5.38,7.42,6.25,0.78,3.46,4.26,5.28
70,2.87,2.6,0.66,4.46,4.95,4.04,8.07,6.47,0.95,6.63,4.18,1.06,6.01,3.01,4.04
71,7.3,2.6,4.63,5.2,1.84,5.24,0.15,2.25,2.96,7.03,7.11,2.04,7.68,1.3,2.67
72,5.9,7.23,2.39,3.97,1.85,1.71,2.71,5.59,4.27,2.62,3.94,3.91,8.87,0.42,4.62
73,4.26,4.53,5.84,0.13,1.21,6.56,7.58,4.49,5.79,4.59,4.72,2.67,1.72,4.61,1.3
74,2.95,5.99,6.03,1.5,5.65,4.7,6.0,2.82,0.17,7.23,4.27,6.08,2.53,3.57,0.51
75,3.68,7.46,2.08,0.91,8.05,2.55,1.39,3.53,3.9,5.86,5.41,0.73,1.09,5.83,7.53
76,4.59,5.89,3.72,6.41,2.45,3.85,2.48,6.91,0.93,4.98,1.84,2.05,3.82,7.05,3.03
77,3.38,5.52,7.72,6.85,4.49,6.08,1.97,4.9,3.56,2.24,1.08,3.34,4.42,0.22,4.23
78,2.73,4.97,0.34,5.89,2.02,5.64,2.98,2.14,8.93,6.46,5.9,1.51,1.17,4.31,5.01
79,6.36,6.04,4.82,2.87,2.29,5.91,5.13,3.7,1.92,1.27,4.86,6.08,4.66,3.79,0.3
80,3.24,6.95,7.16,1.89,6.81,4.0,3.59,0.26,1.7,6.71,6.31,5.09,1.35,0.39,4.55
81,0.33,8.24,7.52,2.61,5.77,5.55,2.25,0.29,6.0,3.53,0.83,2.45,2.22,10.82,1.59
82,4.87,1.1,1.45,5.63,6.92,2.05,4.48,2.77,6.84,0.44,3.9,0.23,6.86,7.13,5.33
83,6.57,3.19,0.33,1.56,0.32,4.61,9.23,3.7,3.54,7.08,0.75,2.84,8.54,0.11,7.63
84,1.53,3.7,1.85,6.54,3.02,4.21,6.56,7.37,0.55,6.16,4.89,4.33,0.54,6.77,1.98
85,7.73,5.53,4.01,6.67,2.46,4.69,3.53,2.95,6.09,4.49,1.98,1.58,3.42,2.85,2.02
86,4.47,1.45,2.13,5.87,5.03,7.29,4.78,5.71,3.31,1.58,6.72,2.91,5.09,3.6,0.06
87,0.77,2.66,5.82,0.93,0.7,4.57,9.78,3.81,5.05,8.54,3.03,0.51,6.55,3.68,3.6
88,3.06,1.85,1.48,6.02,5.83,3.96,1.47,6.75,3.83,0.71,2.25,3.7,1.52,10.92,6.65
89,4.12,5.6,7.17,1.71,5.61,4.45,3.61,5.52,5.99,3.7,3.62,1.99,3.14,1.5,2.27
90,4.93,4.52,6.7,6.54,3.25,1.96,5.68,0.4,7.33,5.41,0.05,2.67,6.93,1.34,2.29
91,2.84,4.39,2.12,2.29,3.64,3.74,2.08,3.14,2.16,9.96,0.69,0.29,10.45,8.67,3.54
92,7.35,6.49,5.03,3.93,6.46,1.26,4.05,5.56,4.62,4.17,0.3,2.34,0.31,0.03,8.1
93,4.43,6.92,3.34,0.33,3.25,5.26,4.93,3.23,4.57,2.31,4.34,7.02,5.33,3.97,0.77
94,4.42,0.49,3.55,1.9,3.38,6.11,5.48,8.48,0.16,2.84,3.6,0.28,11.79,0.68,6.84
95,3.04,4.66,3.69,1.36,3.34,4.31,0.85,8.34,0.84,2.9,10.24,1.25,2.33,11.95,0.9
96,5.3,6.01,7.16,1.65,1.54,6.9,5.83,5.68,0.41,0.35,3.83,3.36,0.16,5.51,6.31
97,6.0,1.12,5.52,3.85,2.29,3.49,0.28,8.4,7.56,0.6,1.41,8.73,5.37,1.92,3.46
98,3.48,7.2,1.73,5.98,6.04,4.06,6.56,1.93,2.37,2.81,6.68,0.46,5.41,5.17,0.12
99,2.22,7.17,2.21,5.44,6.88,1.08,4.76,2.67,2.9,0.7,5.8,6.99,4.89,1.62,4.67
100,0.93,1.42,6.38,6.93,3.01,5.86,3.91,2.88,3.82,7.23,5.61,4.59,0.97,4.71,1.75
101,5.29,4.84,2.81,6.97,1.21,4.81,0.35,2.61,5.25,7.55,5.1,2.67,0.18,6.21,4.15
102,2.37,8.06,2.77,7.02,4.33,0.63,1.09,7.28,7.24,5.1,5.45,0.25,3.16,4.66,0.59
103,5.78,2.22,4.09,1.13,8.13,3.13,0.05,3.4,4.03,1.89,6.12,1.72,2.5,14.39,1.42
104,0.82,1.32,8.67,4.66,1.56,5.8,7.13,6.26,0.12,5.09,2.17,4.28,6.92,1.73,3.47
105,3.93,6.16,7.26,2.49,2.76,2.51,0.4,0.63,0.81,1.61,7.95,4.7,0.99,1.14,16.66
106,6.84,6.39,5.96,4.86,5.57,3.62,3.63,5.56,2.48,3.52,2.29,2.36,1.72,4.84,0.36
107,2.97,6.35,4.3,2.6,6.04,5.02,6.19,3.12,5.35,4.13,3.33,1.71,0.31,8.25,0.33
108,5.39,5.92,3.48,2.65,1.29,2.08,1.44,8.35,2.22,0.29,10.75,0.65,3.96,7.88,3.65
109,2.97,5.36,7.67,5.52,5.31,4.66,4.74,4.55,4.44,3.39,3.68,2.56,0.76,1.2,3.19
110,6.08,2.6,2.91,4.59,3.87,3.4,3.42,6.19,0.25,5.91,1.76,8.84,1.74,0.68,7.76
111,3.47,6.01,0.38,1.61,7.83,0.56,1.66,4.76,3.25,2.6,10.56,0.08,8.98,2.16,6.09
112,1.62,2.79,6.89,6.9,1.97,6.39,2.9,1.45,4.76,1.43,1.19,5.14,7.18,3.8,5.59
113,5.71,0.67,0.87,5.62,3.1,0.74,8.75,7.24,1.7,2.15,6.98,3.58,7.83,4.26,0.8
114,2.49,3.86,3.8,6.29,6.87,2.4,0.38,1.86,6.17,6.1,4.29,5.32,2.68,1.54,5.95
115,4.66,2.95,6.88,7.49,3.37,5.64,4.88,1.44,0.73,3.26,1.37,2.36,2.74,0.44,11.79
116,6.93,0.36,2.03,3.6,0.04,1.63,7.07,2.09,2.52,1.23,5.51,1.08,9.14,0.44,16.33
117,0.5,6.08,6.76,6.21,4.21,1.04,0.43,0.15,0.73,1.46,10.61,6.21,2.18,12.76,0.67
118,1.21,3.28,0.72,6.23,8.65,0.3,8.28,1.35,8.13,0.04,3.8,2.06,1.41,9.69,4.85
119,3.17,0.87,1.5,4.62,6.27,4.87,4.36,8.47,6.71,5.31,1.4,0.97,1.94,2.37,7.17
120,5.98,6.32,5.5,2.18,5.77,5.89,5.66,0.94,4.09,4.71,0.71,4.22,3.33,0.8,3.9
121,4.8,4.12,0.76,1.77,5.93,4.05,0.88,0.08,7.88,0.67,0.72,12.75,1.63,3.46,10.5
122,7.1,2.33,1.97,4.85,2.62,2.8,3.42,6.83,3.9,1.58,1.88,9.89,0.9,1.77,8.16
123,2.7,0.79,6.41,1.05,0.93,8.16,5.16,7.8,0.51,4.78,0.59,6.15,3.23,8.05,3.69
124,4.14,0.78,2.05,3.84,0.25,5.25,1.87,6.32,1.65,1.77,8.19,5.49,6.32,0.34,11.74
125,4.63,7.39,5.06,6.61,4.11,3.58,2.65,1.99,5.86,5.9,4.8,3.26,0.71,2.56,0.89
126,7.89,7.37,1.96,4.43,4.7,4.23,2.61,1.48,3.56,3.97,1.02,6.58,6.11,3.43,0.66
127,1.22,6.88,7.96,0.11,7.91,3.94,1.19,1.92,1.7,2.03,5.56,6.29,5.14,2.0,6.15
128,1.54,1.01,5.39,4.91,2.0,4.27,7.07,2.92,4.68,4.2,8.65,2.83,6.94,0.78,2.81
129,5.78,6.06,1.39,1.1,5.73,7.32,3.71,3.96,3.34,4.73,0.04,4.9,2.57,1.33,8.04
130,6.65,3.41,5.5,1.11,4.09,2.74,3.38,6.87,4.43,6.96,2.69,0.16,2.69,1.93,7.39
131,6.85,4.91,2.25,6.74,1.94,0.78,3.82,3.37,0.51,9.19,3.59,7.07,4.08,0.41,4.49
132,6.54,5.8,3.13,4.62,2.53,2.15,5.42,5.34,5.22,2.25,2.06,2.62,1.97,9.28,1.07
133,7.49,4.24,4.92,0.12,4.17,6.17,6.02,6.33,1.93,2.74,0.55,1.54,2.82,0.72,10.24
134,5.77,6.48,4.62,6.39,1.18,5.03,4.45,4.03,0.39,2.87,0.85,5.97,1.0,5.49,5.48
135,4.94,1.29,6.92,2.96,1.72,1.77,7.73,5.69,5.03,5.76,2.47,3.05,2.42,2.24,6.01
136,3.92,2.21,5.84,7.68,7.11,2.1,3.03,2.34,0.74,7.38,4.43,5.39,0.07,0.89,6.87
137,7.21,4.82,1.01,5.68,0.59,0.63,5.71,0.56,3.83,5.42,1.14,1.85,13.9,5.46,2.19
138,5.12,7.17,2.55,7.51,1.07,4.87,2.13,5.55,6.21,4.97,2.43,3.96,1.54,2.71,2.21
139,1.99,7.1,2.89,5.47,4.17,2.7,4.43,2.37,7.87,5.88,0.59,1.0,2.93,1.25,9.36
140,1.85,0.33,5.11,6.7,6.6,1.11,8.04,3.73,3.28,0.57,3.24,1.55,0.41,3.44,14.04
141,3.27,1.58,2.74,0.93,8.25,4.04,7.98,4.82,5.06,6.52,5.51,4.3,3.06,0.62,1.32
142,2.35,1.92,2.94,5.23,7.27,6.17,6.09,6.73,1.82,3.39,0.3,0.37,1.19,6.96,7.27
143,4.58,6.43,6.83,1.5,2.7,5.87,0.56,1.61,5.93,5.02,2.23,2.42,8.32,3.41,2.59
144,3.26,5.65,1.46,5.94,6.89,6.34,2.2,6.09,0.22,3.28,2.99,6.9,1.83,3.22,3.73
145,4.2,5.93,0.8,6.45,4.0,2.9,0.67,1.41,1.03,2.95,0.63,11.79,7.95,0.24,9.05
146,2.74,3.31,0.8,3.68,2.33,8.43,0.56,3.15,5.82,6.37,0.04,10.78,2.51,3.2,6.28
147,5.86,2.55,1.25,2.46,4.47,6.7,1.27,2.44,2.69,0.22,1.68,6.05,4.78,5.69,11.89
148,2.56,4.37,5.11,3.08,5.26,2.52,6.64,2.59,0.1,4.76,4.28,4.36,3.5,9.42,1.45
149,5.92,4.15,2.81,3.38,0.83,0.44,5.65,5.32,5.41,2.41,8.4,6.92,5.2,0.31,2.85
150,0.14,0.51,8.28,4.62,2.46,4.62,3.49,4.22,4.46,7.77,0.42,1.62,0.56,7.52,9.31
151,6.02,2.37,7.06,2.9,6.13,0.38,3.25,5.7,0.34,5.21,4.07,1.12,7.61,5.03,2.81
152,7.18,4.38,0.07,5.81,5.99,6.77,5.99,4.22,3.95,3.0,4.05,2.2,1.42,0.96,4.01
153,2.42,6.3,4.63,5.47,1.13,1.77,1.89,0.27,1.48,1.13,8.65,7.85,3.37,0.65,12.99
154,5.35,4.61,4.73,0.65,5.0,0.36,5.86,2.28,2.13,7.23,2.06,9.7,1.77,5.2,3.07
155,7.61,4.59,5.88,5.25,5.17,5.76,3.66,2.83,1.9,0.38,2.68,3.12,2.32,0.22,8.63
156,7.72,0.28,2.36,7.05,5.04,6.92,3.42,1.4,0.23,2.31,3.74,0.89,6.68,2.19,9.77
157,5.31,5.39,2.08,4.18,5.45,2.86,5.16,7.05,0.67,1.55,1.6,0.45,1.13,8.7,8.42
158,5.42,1.82,6.38,0.9,5.52,3.41,3.91,0.17,1.44,9.51,2.2,2.18,5.25,8.0,3.89
159,0.38,5.28,4.18,0.45,2.83,2.85,9.38,4.78,7.44,2.86,1.16,1.81,0.95,14.28,1.37
160,6.6,4.0,0.97,7.55,4.57,5.08,6.35,4.98,0.87,4.79,3.0,0.6,2.15,6.64,1.85
161,3.25,4.68,4.66,6.83,6.4,0.32,3.69,4.89,2.76,6.94,1.35,0.73,6.12,4.83,2.55
162,0.31,6.52,0.65,7.6,5.15,5.57,0.78,6.18,3.68,1.37,1.68,8.16,4.83,4.73,2.79
163,4.51,4.22,5.76,0.18,6.88,0.44,8.07,6.99,3.56,3.49,2.05,1.12,0.51,9.76,2.46
164,3.14,0.07,0.47,6.59,0.87,1.68,7.45,0.71,6.17,3.35,8.81,8.57,4.8,3.42,3.9
165,5.46,0.12,5.33,4.54,2.39,2.79,0.4,2.61,2.1,0.4,5.31,13.48,1.53,1.44,12.1
166,0.23,1.14,3.83,4.85,4.45,1.62,5.74,1.06,4.62,4.24,7.24,5.37,4.74,3.66,7.21
167,2.51,1.95,0.26,5.6,7.45,6.13,5.11,2.18,6.68,0.91,0.5,3.06,2.27,6.4,8.99
168,3.72,4.0,4.37,3.85,6.81,3.03,0.17,3.54,8.15,7.29,1.08,3.07,6.34,4.52,0.06
169,1.61,2.23,7.16,3.5,3.2,5.83,4.94,6.17,2.0,6.19,1.04,3.75,5.52,1.64,5.22
170,5.8,1.13,5.88,3.0,2.92,2.99,5.81,1.48,4.36,6.72,4.55,4.6,4.43,3.11,3.22
171,4.7,4.1,0.74,7.52,2.93,4.06,6.57,0.52,7.09,2.23,1.56,0.91,8.43,2.64,6.0
172,2.68,6.47,0.56,5.48,6.68,3.74,6.04,5.25,6.39,0.29,5.29,3.23,4.38,0.4,3.12
173,3.58,2.4,6.23,5.39,5.31,1.76,3.7,0.88,6.19,0.27,9.61,4.16,3.76,5.96,0.8
174,7.93,4.42,3.23,1.41,4.31,2.68,6.89,6.13,5.22,3.0,1.43,5.97,1.67,1.07,4.64
175,4.83,1.96,0.9,4.01,5.54,6.29,5.37,4.06,5.55,4.72,0.74,2.54,7.23,1.66,4.6
176,6.11,3.71,2.89,0.53,0.84,0.65,5.79,6.65,4.63,1.7,2.22,2.28,14.29,2.45,5.26
177,3.4,5.83,4.04,3.36,2.43,4.7,4.95,6.31,1.57,2.26,3.18,8.06,1.75,8.14,0.02
178,7.34,4.83,2.38,3.34,6.45,0.32,6.99,0.46,5.28,1.47,2.91,6.2,6.86,0.34,4.83
179,2.09,3.04,5.39,5.1,3.36,8.1,1.34,4.14,1.64,3.79,6.43,6.87,1.49,2.45,4.77
180,1.45,1.18,8.46,1.8,4.25,5.26,2.15,0.91,5.61,3.78,3.3,1.08,9.12,1.72,9.93
181,3.43,7.49,7.41,4.79,5.39,2.28,3.16,5.33,2.12,2.36,1.23,1.52,1.97,9.46,2.06
182,7.16,7.38,1.2,2.92,5.6,1.33,2.36,3.81,5.68,4.34,3.42,2.02,0.73,10.25,1.8
183,7.63,2.53,6.11,2.44,0.47,6.78,0.65,6.48,2.68,1.61,1.41,9.77,1.24,9.06,1.14
184,5.57,2.11,6.5,2.4,0.78,7.47,4.49,5.86,1.77,0.57,5.19,8.01,1.11,6.01,2.16
185,3.14,3.1,0.05,2.2,1.38,6.97,5.36,0.93,2.82,10.65,2.12,5.76,9.18,2.75,3.59
186,6.77,5.6,0.55,6.0,1.56,4.93,6.83,6.82,2.13,1.93,1.07,4.42,6.28,3.46,1.65
187,1.11,7.37,4.74,3.02,6.91,5.52,2.93,2.27,0.57,4.52,0.57,2.71,7.17,10.01,0.58
188,6.85,0.91,7.55,0.69,5.25,7.19,6.64,3.33,4.02,1.28,4.1,5.37,1.22,4.35,1.25
189,1.71,6.43,4.21,1.36,4.63,6.69,0.54,3.81,8.42,1.89,7.89,2.11,6.29,1.18,2.84
190,2.5,8.09,7.52,2.74,3.62,2.63,1.38,4.22,0.98,6.28,4.88,6.07,4.97,2.12,2.0
191,4.75,6.25,0.58,5.67,4.61,7.36,3.7,1.9,3.91,3.38,6.68,3.39,3.56,1.2,3.06
192,0.06,4.82,7.26,2.45,1.51,5.6,2.02,7.01,5.01,1.22,2.83,9.64,0.24,0.5,9.83
193,3.3,2.62,0.39,3.26,7.31,4.16,7.63,2.15,8.13,4.32,0.42,2.65,1.68,11.36,0.62
194,6.01,2.79,7.75,3.48,3.29,3.61,3.38,1.76,0.17,4.5,6.28,4.41,6.97,2.12,3.48
195,1.31,3.58,3.54,3.48,2.97,3.45,3.75,0.56,4.04,1.56,2.64,3.78,7.94,11.96,5.44
196,6.25,2.7,6.48,7.4,3.14,3.81,4.92,5.32,5.12,1.46,4.53,4.37,1.5,1.0,2.0
197,2.91,7.23,5.03,1.49,2.99,0.28,6.37,1.21,7.99,2.64,2.22,0.19,6.18,4.59,8.68
198,1.13,3.44,2.76,6.27,0.53,0.11,8.82,1.18,9.52,1.12,5.58,0.96,6.91,9.21,2.46
199,4.23,0.33,0.38,4.69,3.9,3.28,8.7,5.78,5.38,7.51,4.76,1.55,3.22,3.41,2.88
200,7.65,4.08,5.29,1.12,2.4,2.99,5.69,7.4,2.03,4.87,4.74,5.09,1.15,0.31,5.19
201,1.94,4.12,3.97,6.88,7.51,2.65,1.11,1.09,8.62,4.48,5.77,2.82,0.51,0.22,8.31
202,7.72,1.11,4.32,0.92,2.16,2.57,0.51,9.29,4.87,5.73,7.66,2.13,2.55,4.16,4.3
203,1.71,6.3,4.7,2.37,2.93,3.78,3.54,2.31,0.52,3.87,2.08,11.1,6.16,6.76,1.87
204,7.94,5.38,3.57,1.5,0.82,1.56,5.35,0.09,4.27,2.49,9.9,1.24,1.67,3.15,11.07
205,3.09,1.07,2.5,2.02,6.65,2.42,3.54,7.16,4.25,9.0,0.95,3.27,4.57,2.38,7.13
206,1.95,1.41,2.76,2.73,6.75,8.06,4.5,2.66,4.71,8.11,3.13,4.52,0.89,4.39,3.43
207,0.35,4.05,5.7,5.65,3.85,6.23,0.09,1.81,4.77,1.14,2.29,5.81,8.21,7.24,2.81
208,5.64,0.06,6.79,2.93,2.25,5.29,1.85,6.84,5.1,1.65,6.76,0.66,3.42,9.55,1.21
209,5.9,3.28,6.86,3.79,5.29,6.21,4.54,5.81,4.33,2.36,3.59,3.5,0.61,1.06,2.87
210,2.83,0.8,1.91,7.96,3.14,4.16,6.79,2.94,7.3,5.12,4.39,0.77,5.58,6.11,0.2
211,7.4,1.63,5.9,4.13,3.48,4.41,0.15,1.19,0.84,7.03,3.53,0.19,4.8,3.36,11.96
212,0.49,4.79,7.7,6.03,4.13,0.98,1.2,0.51,5.11,5.97,2.63,0.12,1.62,10.33,8.39
213,4.78,3.04,2.44,3.51,3.45,2.89,5.02,0.7,6.18,0.81,1.56,7.77,7.79,7.7,2.36
214,2.16,6.9,1.51,7.42,5.46,6.62,6.47,3.54,4.57,4.91,0.73,4.01,1.29,1.8,2.61
215,6.4,1.47,1.82,2.13,3.05,0.26,0.73,5.86,6.22,3.64,5.73,3.15,4.19,4.58,10.77
216,5.58,4.5,4.93,4.22,2.17,5.52,2.74,7.4,6.44,0.18,1.6,7.34,3.29,3.06,1.03
217,3.99,6.18,3.51,3.14,5.31,3.44,4.69,5.2,1.68,0.15,4.58,6.38,4.22,6.69,0.84
218,3.84,4.07,7.1,2.96,2.84,1.19,7.31,0.05,2.73,5.23,3.51,8.26,6.82,1.74,2.35
219,6.2,0.47,7.24,6.75,3.9,1.51,3.75,4.31,5.79,2.83,2.28,2.27,4.7,2.32,5.68
220,6.29,6.67,4.82,2.91,6.11,1.34,5.75,5.8,4.12,0.14,0.18,3.78,0.27,2.71,9.11
221,6.0,1.24,1.21,7.27,3.33,4.58,0.41,3.89,6.14,7.4,6.78,4.58,3.42,2.1,1.65
222,4.34,4.04,5.44,7.28,6.68,1.99,6.47,1.64,0.32,6.47,5.45,3.58,2.48,3.1,0.72
223,7.11,4.25,2.09,2.04,4.95,0.91,7.5,0.46,3.16,3.41,9.01,5.91,0.89,1.43,6.88
