Trial,Person1,Person2,Person3,Person4,Person5,Person6,Person7,Person8
63,6.64,2.07,9.81,4.75,1.5,5.43,7.19,2.61
64,8.39,6.91,7.73,3.02,3.12,5.74,2.45,2.64
65,9.14,6.51,2.55,2.29,1.14,6.96,2.61,8.8
66,5.92,2.54,9.01,8.61,5.14,2.87,2.77,3.14
67,6.51,1.2,9.93,4.05,1.41,4.3,8.27,4.33
68,7.43,0.96,10.04,0.91,2.16,8.09,5.38,5.03
69,3.75,7.58,4.96,7.96,7.12,1.48,3.4,3.75
70,5.07,4.15,2.21,6.15,4.6,1.51,11.66,4.65
71,3.79,6.9,6.09,5.86,3.65,8.25,1.63,3.83
72,0.8,1.61,11.04,4.27,4.21,8.75,1.18,8.14
73,2.09,0.78,7.21,4.2,1.83,10.51,10.08,3.3
74,5.31,7.4,5.41,6.73,1.02,3.49,5.52,5.12
75,4.82,7.71,4.41,5.38,2.51,0.71,6.9,7.56
76,7.0,3.84,1.57,6.7,6.08,6.13,0.82,7.86
77,5.09,2.28,8.21,8.14,3.9,1.12,5.61,5.65
78,9.72,5.24,4.15,2.75,3.06,7.67,2.4,5.01
79,3.61,9.24,5.94,7.05,2.5,6.98,1.97,2.71
80,0.73,0.87,2.27,9.68,2.51,14.59,9.23,0.12
81,7.09,6.92,6.24,6.22,1.34,4.87,7.27,0.05
82,4.34,0.7,2.19,5.13,7.02,3.38,8.54,8.7
83,0.83,6.28,8.17,7.87,2.61,3.57,8.66,2.01
84,4.12,2.85,1.35,12.48,8.3,3.23,0.9,6.77
85,1.17,2.5,3.1,8.36,6.19,10.82,2.64,5.22
86,4.58,9.35,2.53,4.86,1.14,11.31,5.79,0.44
87,4.9,4.78,5.34,4.76,2.96,8.04,7.02,2.2
88,8.24,4.16,2.66,2.23,9.57,6.83,5.8,0.51
89,5.9,3.42,3.38,10.44,5.2,4.97,1.54,5.15
90,4.52,0.76,4.29,9.08,1.68,10.09,7.78,1.8
91,1.39,9.57,4.01,1.13,8.97,5.85,8.27,0.81
92,9.79,7.86,4.68,2.64,3.0,6.73,0.55,4.75
93,2.26,5.36,4.36,3.62,3.23,8.19,2.74,10.24
94,9.23,2.36,1.17,3.06,2.39,7.69,8.07,6.03
95,4.76,1.62,10.74,4.29,7.42,5.7,4.38,1.09
96,9.94,1.5,9.21,5.81,3.92,3.08,4.73,1.81
97,8.04,9.09,2.88,0.9,8.63,0.71,2.68,7.07
98,2.01,4.28,4.2,8.0,9.68,1.17,2.6,8.06
99,9.0,4.92,8.36,6.45,0.39,0.78,6.44,3.66
100,7.25,3.07,7.88,6.86,6.08,4.57,3.54,0.75
101,3.31,4.42,9.09,5.23,5.41,2.05,5.73,4.76
102,6.21,8.87,1.46,8.73,5.4,2.85,6.25,0.23
103,8.04,8.26,2.65,5.86,6.33,2.97,1.78,4.11
104,6.72,1.69,9.17,4.4,8.48,5.32,3.15,1.07
105,7.79,6.07,2.0,1.56,9.76,5.99,1.65,5.18
106,8.39,6.48,7.03,0.66,5.0,4.58,7.57,0.29
107,9.5,8.2,1.69,2.3,7.45,3.81,0.61,6.44
108,0.77,10.22,8.12,1.73,2.53,9.66,2.33,4.64
109,6.44,7.2,6.6,2.79,5.09,6.87,2.66,2.35
110,3.68,4.21,7.59,1.79,1.1,13.28,8.06,0.29
111,2.6,6.56,0.99,10.22,7.57,3.4,1.64,7.02
112,1.21,10.47,7.17,8.03,4.68,4.82,1.81,1.81
113,0.65,4.33,5.62,6.9,6.78,6.15,3.35,6.22
114,7.29,1.34,3.26,3.88,2.21,6.36,6.59,9.07
115,8.55,8.97,6.42,2.91,4.76,4.53,1.01,2.85
116,4.75,6.11,9.13,3.72,1.16,10.01,3.3,1.82
117,3.67,3.8,1.74,4.0,10.5,8.85,1.26,6.18
118,3.52,3.34,1.79,5.11,13.0,7.17,5.64,0.43
119,1.5,9.9,8.1,0.56,5.54,9.57,2.54,2.29
120,5.33,5.0,9.55,1.78,3.47,2.22,12.19,0.46
121,9.53,7.0,6.95,3.84,3.87,3.56,4.11,1.14
122,8.97,7.43,1.38,8.04,4.54,6.23,0.75,2.66
123,7.77,6.28,2.33,6.01,2.43,8.2,1.63,5.35
124,7.32,5.19,3.87,1.35,7.28,4.04,7.6,3.35
125,8.05,1.61,1.37,3.77,7.06,9.18,1.8,7.16
126,9.18,1.91,8.4,0.98,9.49,6.13,1.78,2.13
127,2.18,7.29,9.5,7.39,2.96,5.2,0.82,4.66
128,1.76,4.56,8.36,2.02,4.97,7.73,5.29,5.31
129,8.29,1.95,4.41,6.63,5.1,0.81,0.81,12.0
130,2.71,3.68,5.19,10.76,0.74,7.03,9.46,0.43
131,3.85,9.5,7.05,7.36,4.89,2.57,1.91,2.87
132,1.61,9.32,4.75,7.8,2.6,4.56,6.33,3.03
133,1.52,2.67,0.78,4.29,10.87,1.89,15.57,2.41
134,1.77,9.72,8.18,3.0,5.01,5.63,2.05,4.64
135,2.17,5.89,9.55,7.88,5.05,5.03,2.84,1.59
136,4.94,2.07,8.18,6.01,0.67,8.33,4.56,5.24
137,2.26,5.52,4.63,1.2,5.68,1.15,13.08,6.48
138,0.74,10.57,3.48,7.17,6.33,6.8,2.73,2.18
139,0.91,9.88,4.57,0.88,5.41,5.85,10.06,2.44
140,5.05,7.41,1.23,9.36,1.8,0.9,6.15,8.1
141,0.55,9.0,9.52,6.52,1.26,2.13,6.59,4.43
142,6.45,2.68,4.29,7.47,9.52,3.04,4.1,2.45
143,6.32,7.94,8.0,0.72,6.22,5.84,3.8,1.16
144,8.34,7.75,6.51,5.11,1.64,5.03,2.16,3.46
145,6.0,5.94,7.14,3.63,3.23,9.02,3.43,1.61
146,2.45,7.49,7.3,6.3,3.73,6.18,2.73,3.82
147,1.99,6.0,4.39,5.66,10.43,7.13,1.21,3.19
148,6.23,0.73,4.27,5.96,1.64,2.81,1.97,16.39
149,5.39,9.85,4.91,1.17,9.11,3.01,3.91,2.65
150,6.94,5.2,2.18,2.72,11.13,6.69,4.38,0.76
151,7.37,7.9,5.95,0.9,3.37,4.08,10.15,0.28
152,8.53,7.55,7.07,2.71,3.04,5.62,4.97,0.51
153,6.32,7.76,2.01,4.38,1.35,7.91,4.4,5.87
154,8.24,8.16,0.4,1.92,0.91,12.12,0.5,7.75
155,9.85,5.81,6.87,3.71,6.3,3.19,3.19,1.08
156,4.27,7.4,2.25,9.37,8.34,2.95,4.63,0.79
157,6.94,0.82,0.57,5.08,9.56,8.3,2.79,5.94
158,5.57,6.67,3.92,6.03,1.99,6.19,0.75,8.88
159,2.91,7.45,8.56,5.37,1.92,1.85,8.4,3.54
160,3.99,8.14,9.09,5.32,1.3,3.06,3.75,5.35
161,2.74,8.74,3.64,2.38,10.95,1.73,5.1,4.72
162,0.92,3.8,8.84,10.22,4.08,0.53,8.14,3.47
163,0.6,7.05,6.4,2.64,9.84,8.65,2.67,2.15
164,9.43,2.44,7.29,7.78,5.05,3.46,2.59,1.96
165,6.52,7.69,2.42,5.23,8.09,6.21,1.0,2.84
166,7.39,5.8,2.51,2.61,8.51,1.46,3.82,7.9
167,2.6,3.72,9.85,8.73,6.57,2.24,1.63,4.66
168,0.98,1.74,2.35,10.84,11.66,3.4,7.61,1.42
169,9.02,0.56,5.03,8.24,8.19,5.64,1.79,1.53
170,9.79,2.77,3.13,5.01,3.09,5.37,3.71,7.13
171,9.37,0.95,1.69,10.92,1.14,4.27,9.28,2.38
172,5.37,8.12,4.7,7.29,4.81,5.74,0.45,3.52
173,5.07,6.84,4.85,1.0,7.95,8.07,2.23,3.99
174,6.45,7.27,0.5,8.49,8.11,1.64,1.61,5.93
175,4.63,2.59,3.63,10.82,1.31,1.13,0.93,14.96
176,7.61,1.33,2.3,4.98,11.0,4.81,5.53,2.44
177,6.17,0.83,10.32,6.12,5.66,0.81,7.39,2.7
178,6.34,8.01,5.6,7.17,3.7,0.52,6.65,2.01
179,7.76,3.54,3.54,7.66,1.27,1.62,11.59,3.02
180,4.19,7.9,4.5,7.74,5.68,2.39,3.53,4.07
181,6.65,5.13,7.63,7.32,5.45,3.52,1.59,2.71
182,7.09,2.7,1.09,1.63,1.17,13.58,10.95,1.79
183,7.34,4.42,3.41,4.73,7.3,2.31,9.53,0.96
184,6.87,5.07,4.26,7.33,8.05,5.2,2.61,0.61
185,6.97,0.88,6.1,2.63,6.04,4.26,7.07,6.05
186,5.68,5.63,7.92,3.83,6.24,4.37,0.68,5.65
187,8.26,4.05,8.28,3.13,2.58,7.23,4.72,1.75
188,1.25,8.62,1.97,7.75,6.89,4.47,2.96,6.09
189,3.26,9.7,3.93,6.3,1.08,7.59,2.7,5.44
190,7.32,3.45,8.52,2.85,3.23,7.15,2.96,4.52
191,2.5,8.86,3.52,8.23,3.0,3.16,2.72,8.01
192,2.99,4.55,5.45,7.53,0.9,9.5,5.08,4.0
193,8.74,2.47,2.03,0.66,10.17,5.69,6.11,4.13
194,2.58,4.64,9.7,7.13,6.06,0.97,8.14,0.78
195,7.99,3.02,2.83,5.2,4.8,5.07,6.17,4.92
196,7.26,1.01,6.87,3.9,2.19,3.62,12.63,2.52
197,3.42,0.8,9.88,6.66,5.74,1.8,0.97,10.73
198,8.9,8.23,1.01,6.63,2.56,7.43,1.23,4.01
199,6.12,4.92,6.18,1.61,7.09,8.71,3.67,1.7
200,7.07,6.78,3.13,0.83,4.66,5.41,12.06,0.06
201,8.53,2.3,7.04,6.21,5.8,3.96,5.91,0.25
202,4.94,7.64,2.47,1.2,2.46,10.99,3.01,7.29
203,3.28,6.05,8.11,4.7,8.92,4.52,0.49,3.93
204,1.57,10.31,3.46,2.45,1.71,10.48,6.7,3.32
205,1.38,7.7,6.66,1.54,10.72,4.95,5.64,1.41
206,8.91,6.27,2.61,5.22,8.06,2.51,0.34,6.08
207,1.95,10.2,1.23,6.98,0.54,1.27,4.74,13.09
208,8.38,7.85,6.69,2.83,0.77,7.2,0.77,5.51
209,3.15,8.08,7.5,3.09,5.23,5.53,6.18,1.24
210,8.25,5.18,2.5,0.84,4.73,11.32,1.87,5.31
211,1.44,10.59,4.56,1.44,10.52,5.57,1.89,3.99
212,6.61,4.88,5.22,2.64,8.85,5.7,3.6,2.5
213,3.56,7.05,7.96,8.09,1.87,4.35,1.3,5.82
214,2.61,4.66,0.89,0.81,14.14,9.72,6.19,0.98
215,7.71,5.38,8.58,5.95,4.43,2.67,5.2,0.08
216,8.15,4.41,5.47,8.55,5.3,1.23,4.43,2.46
217,8.58,3.52,5.06,1.62,7.68,6.9,1.79,4.85
218,7.91,7.56,5.52,3.87,1.06,3.52,10.03,0.53
219,1.91,3.81,2.47,4.05,12.26,3.88,4.43,7.19
220,1.47,9.41,6.05,7.28,2.87,4.09,3.8,5.03
221,1.5,9.41,3.02,0.83,10.41,8.4,0.84,5.59
222,4.34,9.18,5.7,3.69,6.67,1.61,0.75,8.06
223,7.35,2.31,6.11,8.62,5.04,1.31,0.51,8.75
224,9.89,3.9,8.21,0.42,7.13,4.51,3.21,2.73
225,6.64,2.87,3.27,6.7,8.71,5.35,2.31,4.15
226,5.33,3.3,1.09,4.21,7.63,1.51,15.88,1.05
227,6.46,0.75,9.66,5.48,7.94,4.72,3.01,1.98
228,9.99,1.13,9.02,4.6,5.65,1.48,1.21,6.92
229,3.13,3.66,8.25,2.58,7.25,4.42,3.24,7.47
230,1.41,4.01,10.97,6.39,5.01,3.56,5.0,3.65
231,7.76,0.76,3.22,1.22,8.99,1.24,11.65,5.16
232,1.13,1.61,6.65,9.67,2.55,8.13,3.42,6.84
233,3.99,5.08,10.24,4.8,1.77,3.55,1.71,8.86
234,6.3,2.75,5.94,2.57,0.78,4.54,4.54,12.58
235,5.59,6.58,1.93,8.52,1.7,2.14,6.32,7.22
236,3.99,3.94,3.39,2.94,3.96,4.22,12.54,5.02
237,6.03,8.07,2.76,5.75,7.19,5.01,4.18,1.01
238,1.86,5.2,10.28,8.51,2.01,0.97,2.27,8.9
239,6.91,5.67,7.01,3.25,5.79,3.54,3.53,4.3
240,5.21,3.46,1.49,1.03,5.44,5.74,7.61,10.02
241,7.87,3.23,5.2,4.61,5.59,0.61,4.21,8.68
242,5.11,8.34,6.91,2.36,5.66,7.34,3.24,1.04
243,1.18,2.64,1.28,4.77,10.74,11.8,0.78,6.81
244,4.32,0.85,5.33,6.9,5.57,0.96,4.92,11.15
245,8.17,6.42,7.78,2.54,3.1,6.87,3.7,1.42
246,2.42,10.54,4.04,3.19,6.05,4.79,4.7,4.27
247,2.46,7.6,8.6,6.6,2.41,7.66,4.29,0.38
248,7.04,3.19,8.28,4.78,4.87,3.53,4.54,3.77
249,6.54,4.32,3.11,6.66,3.55,7.36,1.96,6.5
250,9.98,1.33,3.09,9.78,0.53,2.59,11.16,1.54
251,5.91,5.31,6.76,3.99,3.92,4.1,9.56,0.45
252,6.45,2.92,7.8,8.17,3.55,4.35,1.35,5.41
253,5.19,6.82,2.24,6.65,4.52,7.2,3.3,4.08
254,0.66,9.15,8.29,7.93,6.81,3.63,0.43,3.1
255,9.65,1.62,2.81,2.3,8.88,3.96,8.44,2.34
256,0.53,4.95,1.83,5.16,8.85,10.13,0.5,8.05
257,6.79,0.75,1.18,6.11,3.92,13.73,6.51,1.01
258,7.72,8.56,6.01,1.16,7.8,2.35,3.75,2.65
259,8.83,6.2,3.65,0.95,5.36,1.63,6.32,7.06
260,6.66,7.9,6.5,4.96,1.15,3.49,6.68,2.66
261,9.44,5.28,2.82,3.7,1.53,9.46,6.82,0.95
262,9.43,7.15,7.05,0.72,6.73,2.82,4.53,1.57
263,8.54,6.66,4.68,1.92,4.79,1.03,0.75,11.63
264,8.76,4.26,4.36,1.59,5.47,0.94,8.67,5.95
265,1.21,5.72,8.26,3.8,9.87,0.84,6.89,3.41
266,0.86,5.36,5.78,3.34,6.08,8.0,6.7,3.88
267,8.33,1.66,7.93,4.08,4.57,4.86,7.19,1.38
268,6.31,2.69,8.3,1.79,6.34,1.9,9.57,3.1
269,5.49,9.44,2.58,3.82,0.79,2.87,8.28,6.73
270,7.74,3.22,0.58,10.19,4.62,5.62,5.97,2.06
271,3.18,2.83,3.56,8.59,2.46,7.12,0.93,11.33
272,2.85,7.98,6.72,2.53,4.62,8.86,1.75,4.69
273,5.05,8.81,2.51,7.3,6.4,3.38,2.32,4.23
274,1.84,2.96,7.45,11.06,0.79,8.85,6.08,0.97
275,3.91,5.8,7.76,3.57,7.28,1.01,8.78,1.89
276,7.44,1.25,2.77,2.35,3.5,5.48,5.82,11.39
277,4.32,3.04,7.0,3.85,4.72,7.82,8.69,0.56
278,9.68,6.17,4.89,5.0,3.5,3.79,0.45,6.52
279,7.57,5.49,2.78,3.86,4.72,3.63,11.76,0.19
280,9.62,4.53,1.26,6.81,0.61,9.65,7.48,0.04
281,4.28,7.18,3.11,6.65,1.93,10.96,4.7,1.19
282,3.83,7.74,3.58,2.4,9.64,6.55,2.48,3.78
283,9.95,2.57,2.69,2.38,10.18,8.05,2.66,1.52
284,4.5,6.18,6.61,6.85,5.43,4.48,5.68,0.27
285,3.93,1.57,2.61,5.19,3.59,13.24,3.4,6.47
286,7.79,7.44,2.41,1.81,4.51,6.74,4.78,4.52
287,3.02,2.35,8.38,5.19,6.43,7.28,5.98,1.37
288,1.02,7.34,10.41,6.11,3.9,6.83,4.05,0.34
289,7.46,3.22,8.4,6.97,1.46,4.98,5.17,2.34
290,2.35,3.46,6.1,1.2,4.55,4.43,3.01,14.9
291,4.18,9.05,7.64,7.64,0.82,5.44,1.51,3.72
292,6.78,4.34,5.6,3.84,7.92,5.18,3.19,3.15
293,9.83,6.74,3.74,5.09,3.95,4.98,2.68,2.99
294,0.92,5.33,10.78,8.63,1.54,4.91,1.09,6.8
295,9.91,7.8,4.86,1.96,1.37,1.78,4.95,7.37
296,7.65,3.53,2.85,7.65,0.65,4.03,8.03,5.61
297,4.95,5.6,5.78,8.09,1.83,6.96,2.44,4.35
298,3.87,8.63,1.78,0.54,6.34,7.76,3.33,7.75
299,8.98,5.14,0.88,4.71,9.44,6.01,4.51,0.33
300,5.29,2.9,4.3,2.87,9.78,5.64,2.76,6.46
301,7.37,1.28,9.72,5.88,1.14,3.09,9.97,1.55
302,6.64,1.53,0.81,4.85,10.89,2.03,6.01,7.24
303,6.03,7.25,6.83,6.99,2.42,1.12,9.21,0.15
304,7.21,0.72,2.51,1.94,5.67,14.39,4.57,2.99
305,5.96,2.26,9.59,2.47,4.08,4.24,3.18,8.22
306,5.44,7.81,2.55,8.96,2.16,7.77,4.38,0.93
307,9.78,6.69,4.66,5.5,5.85,4.16,2.83,0.53
308,1.31,4.37,1.38,12.85,7.14,6.24,5.12,1.59
309,1.39,5.94,2.18,10.95,3.7,9.5,0.34,6.0
310,8.9,6.39,1.16,2.82,0.67,8.87,9.17,2.02
311,7.04,8.76,7.97,4.57,2.07,1.6,4.79,3.2
312,7.53,1.07,1.38,4.83,12.55,2.49,9.57,0.58
313,7.24,3.7,5.86,7.89,3.56,3.82,1.04,6.89
314,9.36,8.71,5.49,2.34,5.63,2.46,4.56,1.45
315,5.19,6.06,4.68,9.33,0.6,0.56,4.26,9.32
316,2.29,4.62,5.93,2.81,9.23,3.66,5.54,5.92
317,6.3,9.42,5.9,6.45,5.35,0.24,1.15,5.19
318,8.9,7.03,6.69,1.24,6.68,5.73,1.17,2.56
319,6.87,2.96,7.9,4.57,2.09,2.29,6.86,6.46
320,5.23,2.09,4.7,2.61,6.95,11.21,7.14,0.07
321,6.82,5.67,6.76,4.42,7.43,4.44,3.4,1.06
322,0.96,7.05,8.58,3.02,1.55,3.74,14.68,0.42
323,7.51,8.23,5.33,5.96,3.45,3.83,3.36,2.33
324,7.88,3.6,2.15,5.77,1.35,11.92,1.4,5.93
325,3.3,4.81,9.53,1.93,2.73,2.02,7.24,8.44
326,6.96,3.83,7.11,1.47,6.01,4.9,7.42,2.3
327,7.33,2.59,0.77,11.16,3.44,4.91,0.52,9.28
328,3.38,1.71,1.73,11.34,7.75,5.11,6.39,2.59
329,1.65,9.51,7.2,4.1,3.42,5.73,0.84,7.55
330,0.53,6.53,5.34,5.03,8.44,4.69,6.91,2.53
331,7.39,5.73,7.97,3.97,1.29,1.19,11.3,1.16
332,6.12,2.4,7.95,6.0,2.05,5.13,8.16,2.19
333,9.96,7.91,0.93,7.84,2.93,2.28,2.94,5.21
334,2.28,2.34,10.66,6.88,5.5,4.27,6.94,1.13
335,0.75,1.17,8.9,3.8,5.68,11.45,7.45,0.8
336,4.21,8.44,6.21,2.6,7.5,3.83,5.25,1.96
337,8.8,8.86,4.88,3.95,5.0,5.62,0.98,1.91
338,9.07,2.5,8.7,2.12,1.71,2.8,1.29,11.81
339,5.7,9.47,2.46,2.09,7.31,8.47,1.61,2.89
340,6.65,2.02,0.77,2.95,10.86,4.0,4.96,7.79
341,7.26,1.28,4.11,1.66,7.05,1.55,12.28,4.81
342,3.65,4.92,1.75,7.1,8.37,3.73,2.76,7.72
343,5.49,3.33,8.27,8.34,2.01,5.58,6.28,0.7
344,2.76,3.39,1.7,0.73,3.16,9.31,16.26,2.69
345,8.68,1.48,2.12,8.61,4.18,4.9,0.85,9.18
346,2.9,7.3,6.0,3.02,8.48,2.27,9.22,0.81
347,4.88,6.98,7.49,5.82,3.67,4.97,4.76,1.43
348,7.96,5.34,2.21,5.53,7.77,1.74,2.87,6.58
349,8.85,7.47,4.16,4.54,1.35,1.78,2.91,8.94
350,2.09,8.13,2.91,3.12,6.95,3.84,11.77,1.19
351,7.22,4.05,8.89,5.58,4.39,4.16,1.56,4.15
352,4.49,9.21,2.59,3.6,2.79,1.17,12.51,3.64
353,9.83,4.38,6.96,2.52,3.5,7.21,3.21,2.39
354,5.78,3.64,1.72,2.94,3.34,7.0,3.98,11.6
355,1.35,6.75,6.0,1.79,4.33,11.6,5.99,2.19
356,1.32,8.92,6.2,1.99,6.25,1.76,3.93,9.63
357,7.6,7.75,5.36,6.88,5.41,0.29,2.8,3.91
358,5.69,0.66,3.29,3.13,1.7,5.51,10.34,9.68
359,4.94,9.63,7.23,2.0,5.14,5.68,4.58,0.8
360,2.02,3.32,9.11,8.65,7.89,0.8,5.86,2.35
361,1.06,9.18,5.77,4.18,8.74,0.59,4.99,5.49
362,7.57,2.92,7.18,4.47,4.62,4.86,6.5,1.88
363,2.05,1.15,2.39,9.01,3.62,5.85,7.39,8.54
364,2.23,8.08,7.06,6.04,3.26,7.46,1.29,4.58
365,3.25,3.16,2.8,8.86,10.29,4.41,0.79,6.44
366,8.49,8.71,5.11,3.42,1.5,7.8,0.34,4.63
367,7.87,2.11,1.12,1.47,2.94,1.44,12.87,10.18
368,3.76,4.35,7.66,5.29,2.91,8.49,5.56,1.98
369,3.88,5.94,2.16,2.97,2.06,11.17,4.77,7.05
370,1.19,10.09,1.45,5.24,3.72,9.88,2.3,6.13
371,5.21,6.41,7.74,1.86,7.43,1.72,4.53,5.1
372,3.41,10.08,4.13,1.94,8.94,0.4,2.13,8.97
373,8.27,0.64,9.29,5.15,2.8,1.09,1.2,11.56
374,3.5,9.64,3.64,5.85,3.02,5.54,7.59,1.22
375,1.03,8.26,4.44,8.89,7.68,3.97,1.55,4.18
376,0.89,1.14,9.25,6.34,6.9,7.15,1.05,7.28
377,1.07,8.72,6.26,2.81,1.51,6.5,8.02,5.11
378,2.31,4.55,5.97,5.14,2.96,5.29,6.16,7.62
379,5.78,7.38,3.41,2.78,1.69,10.0,2.22,6.74
380,5.16,6.56,5.59,7.42,7.61,0.61,2.11,4.94
381,6.48,9.33,1.31,4.95,3.62,6.21,3.25,4.85
382,5.51,8.77,1.66,0.53,7.84,10.44,2.96,2.29
383,1.47,10.68,6.08,0.63,7.99,3.89,5.39,3.87
384,9.79,4.73,8.01,4.38,6.3,1.42,1.48,3.89
385,7.55,6.94,4.21,8.28,2.59,5.99,2.12,2.32
386,7.27,0.99,8.83,5.24,1.05,6.02,3.31,7.29
387,6.2,6.06,1.23,4.85,4.82,0.92,13.91,2.01
388,3.73,1.8,6.53,7.23,1.43,10.92,3.62,4.74
389,8.14,6.63,3.31,3.83,1.51,5.08,8.85,2.65
390,7.76,1.34,9.34,2.78,4.05,8.8,1.66,4.27
391,6.91,8.68,1.4,5.76,5.64,1.36,2.47,7.78
392,4.19,4.99,6.69,1.05,10.71,4.1,1.93,6.34
393,6.22,8.72,6.18,3.51,1.86,4.95,5.12,3.44
394,6.94,2.83,1.51,10.9,6.8,3.57,0.73,6.72
395,5.87,2.89,5.29,9.19,6.55,1.13,9.06,0.02
396,2.63,9.48,4.82,4.06,1.16,6.96,10.39,0.5
397,4.84,2.76,6.23,3.12,6.62,8.35,5.87,2.21
398,8.07,1.41,8.39,8.38,5.44,2.88,2.31,3.12
399,8.26,1.62,7.0,2.77,1.25,12.46,0.55,6.09
400,4.97,3.42,6.95,4.22,8.23,7.13,1.98,3.1
401,2.58,5.73,9.34,7.21,2.91,2.46,9.48,0.29
402,5.7,6.07,1.16,10.76,1.99,1.0,10.37,2.95
403,2.77,1.64,5.19,2.38,13.85,2.76,10.0,1.41
404,6.24,4.54,3.87,1.4,10.56,3.03,6.69,3.67
405,3.09,7.14,3.81,10.16,4.0,5.6,1.13,5.07
406,2.25,5.14,7.0,3.67,8.11,1.15,7.09,5.59
407,3.8,4.06,6.21,8.11,8.36,1.11,1.6,6.75
408,2.69,1.0,2.99,12.32,0.78,13.15,2.98,4.09
409,8.37,4.13,2.07,6.65,7.53,0.9,2.64,7.71
