0.85,0.29,1.21,3.65,0.12,0.29,0.76,0.83
0.85,1.3,0.86,2.35,0.41,0.7,0.55,0.98
1.13,2.01,0.76,0.54,1.65,0.91,0.28,0.72
1.34,0.39,0.22,1.77,0.2,0.43,1.55,2.1
0.84,0.47,0.52,1.54,1.59,1.0,1.54,0.5
1.11,0.99,1.45,1.2,0.45,0.31,1.8,0.69
0.68,0.68,1.79,1.93,0.68,0.87,0.29,1.08
0.35,0.33,1.93,0.54,0.12,3.11,0.15,1.47
0.9,0.52,0.89,1.27,0.67,1.79,1.32,0.64
0.49,0.49,0.46,1.12,0.26,3.52,0.34,1.32
0.55,1.55,0.22,1.31,1.83,0.3,1.92,0.32
2.0,0.78,0.28,1.5,0.86,1.14,0.89,0.55
0.88,1.09,0.51,1.58,1.42,1.08,0.29,1.15
0.17,1.4,1.62,0.63,0.85,0.86,2.41,0.06
0.85,0.64,3.31,0.35,1.28,0.6,0.18,0.79
0.65,1.2,1.0,0.88,1.58,1.28,0.26,1.15
0.07,0.38,4.19,1.53,0.56,0.7,0.21,0.36
0.49,1.52,0.84,0.91,1.19,0.64,1.11,1.3
0.45,2.87,0.63,0.96,0.33,1.59,0.5,0.67
2.64,0.49,0.29,0.28,1.18,2.01,0.37,0.74
2.59,1.31,0.46,0.17,1.04,0.29,0.11,2.03
0.9,0.22,1.36,0.45,2.61,1.86,0.28,0.32
0.07,0.85,1.75,1.1,0.05,1.21,2.02,0.95
1.91,0.21,1.54,1.36,1.95,0.05,0.08,0.9
0.96,2.42,1.3,1.35,0.21,0.65,0.43,0.68
0.16,0.26,1.01,0.76,0.7,0.41,4.44,0.26
1.49,0.44,0.89,0.41,0.51,0.72,3.09,0.45
0.14,2.23,2.22,0.75,0.33,1.07,0.8,0.46
1.45,1.14,1.5,1.34,0.81,1.03,0.22,0.51
0.58,0.95,0.37,4.22,0.55,0.44,0.25,0.64
0.61,0.62,0.93,1.47,0.53,1.22,0.6,2.02
0.58,1.43,0.21,4.0,0.38,0.14,0.17,1.09
0.18,1.08,0.51,1.47,1.38,1.83,0.65,0.9
0.52,1.0,0.95,0.93,2.33,0.46,0.88,0.93
1.48,1.26,1.08,0.94,0.64,0.71,1.73,0.16
0.19,0.56,0.81,0.19,2.11,0.3,2.43,1.41
0.43,0.28,1.43,0.7,0.56,0.73,2.9,0.97
0.83,1.56,1.31,0.63,0.77,0.6,1.23,1.07
0.68,1.63,0.69,0.51,1.59,1.11,0.27,1.52
0.53,0.28,4.17,0.3,1.04,0.81,0.35,0.52
1.38,0.88,1.45,0.93,1.02,0.89,0.64,0.81
0.85,3.39,1.21,0.57,0.39,0.48,0.59,0.52
0.25,0.8,1.47,1.82,0.49,1.36,0.66,1.15
3.29,1.07,0.82,0.88,0.38,0.78,0.06,0.72
0.61,0.24,2.46,0.86,0.64,0.21,1.75,1.23
0.62,1.88,0.61,0.85,0.9,2.33,0.34,0.47
0.61,0.95,1.72,0.38,1.27,1.09,0.11,1.87
0.73,0.84,2.64,1.48,0.36,0.34,0.28,1.33
0.65,1.96,1.21,0.78,1.04,0.37,0.88,1.11
2.4,1.99,1.44,0.27,0.28,0.75,0.64,0.23
2.05,0.29,1.17,0.84,0.44,0.65,0.77,1.79
0.89,0.89,0.91,0.63,1.11,2.02,0.64,0.91
0.59,0.64,1.89,0.92,1.81,0.32,0.04,1.79
0.22,0.48,1.71,2.7,0.49,1.18,0.61,0.61
0.9,0.24,1.67,1.3,1.07,0.51,2.18,0.13
1.31,0.79,0.66,0.88,0.73,0.85,1.37,1.41
1.65,0.93,1.24,0.85,0.4,1.55,0.28,1.1
1.52,1.36,0.37,1.1,0.81,0.71,1.23,0.9
0.72,0.76,0.73,2.04,1.3,1.09,0.04,1.32
1.22,0.46,0.48,0.92,1.09,1.71,1.4,0.72
1.74,0.58,0.69,1.48,0.57,0.15,0.63,2.16
1.27,0.57,0.34,1.83,0.61,1.85,0.32,1.21
0.59,2.19,1.07,0.95,0.46,1.08,0.84,0.82
0.84,0.75,0.61,2.22,1.57,1.14,0.35,0.52
1.66,1.06,1.18,1.38,0.45,0.44,0.32,1.51
2.13,1.93,1.12,0.78,0.9,0.24,0.84,0.06
1.38,0.87,0.98,0.53,0.3,1.74,0.42,1.78
1.62,0.78,1.69,0.46,0.5,1.42,0.61,0.92
1.63,1.27,0.61,0.62,1.85,0.26,0.57,1.19
0.66,0.54,1.75,0.66,0.98,2.03,1.24,0.14
0.58,0.62,1.29,0.69,2.79,0.55,0.06,1.42
1.26,0.65,2.46,0.78,1.01,0.86,0.29,0.69
0.69,0.76,1.31,1.14,0.75,0.22,0.49,2.64
0.73,3.55,1.42,0.09,0.21,0.31,1.17,0.52
0.79,0.95,1.68,0.83,1.25,1.55,0.41,0.54
0.39,0.76,0.8,2.19,0.91,0.21,1.92,0.82
2.9,0.06,2.49,0.3,0.47,0.98,0.66,0.14
0.64,1.15,0.67,0.87,2.25,0.61,1.69,0.12
1.25,1.11,1.31,0.34,0.57,0.49,0.97,1.96
0.63,0.84,0.9,1.57,1.41,0.13,1.4,1.12
0.77,1.32,0.23,2.29,0.95,1.0,0.22,1.22
1.27,1.04,1.03,1.66,0.42,1.58,0.95,0.05
0.28,0.27,3.67,1.17,0.97,0.67,0.08,0.89
0.22,0.16,3.32,0.43,1.12,0.45,2.22,0.08
2.1,0.73,1.85,0.29,1.28,1.16,0.33,0.26
0.51,1.86,1.44,1.73,0.59,0.67,0.15,1.05
1.4,1.28,1.27,1.18,1.41,0.3,0.39,0.77
1.11,1.15,0.32,0.75,0.35,1.21,0.83,2.28
0.71,0.66,1.75,0.49,1.15,2.32,0.15,0.77
0.39,1.06,2.0,1.77,0.35,0.48,0.07,1.88
1.06,0.66,1.43,0.83,0.54,1.66,1.6,0.22
1.55,0.55,0.46,2.79,0.63,1.13,0.62,0.27
1.51,1.25,0.41,1.86,0.62,1.17,0.48,0.7
0.89,1.36,1.1,1.37,0.89,1.37,0.24,0.78
0.66,0.78,2.04,0.71,0.56,0.28,1.74,1.23
1.02,2.15,1.08,1.04,0.41,0.92,0.71,0.67
0.71,1.33,0.86,0.14,1.13,2.59,0.31,0.93
1.48,0.91,1.16,0.31,1.42,0.48,0.18,2.06
1.38,1.58,2.1,0.76,0.21,0.64,0.96,0.37
0.6,1.47,2.9,0.41,0.37,1.61,0.25,0.39
1.26,1.09,1.06,0.86,0.91,0.4,0.62,1.8
1.05,1.78,2.54,0.26,0.3,1.18,0.55,0.34
1.98,0.23,2.52,0.83,0.55,1.55,0.2,0.14
0.8,0.73,2.22,0.72,1.14,1.41,0.62,0.36
0.77,2.23,0.42,0.73,1.29,0.21,1.0,1.35
0.86,1.4,0.48,0.74,2.32,0.76,0.98,0.46
0.39,0.89,1.63,1.89,0.12,1.36,0.1,1.62
0.89,0.13,4.93,0.08,0.31,0.65,0.95,0.06
0.93,1.18,0.39,1.02,0.93,0.39,0.26,2.9
1.12,0.96,0.69,2.5,0.89,0.77,0.15,0.92
0.64,1.67,1.44,0.59,1.29,0.65,0.27,1.45
1.12,1.79,0.58,0.65,0.5,0.7,1.77,0.89
0.9,0.51,0.14,0.71,0.82,3.98,0.03,0.91
1.46,0.45,1.53,1.05,0.73,2.29,0.14,0.35
1.23,0.46,0.13,2.93,0.44,1.9,0.37,0.54
0.69,1.98,0.81,0.66,0.4,1.2,0.53,1.73
1.93,0.53,1.72,0.79,0.79,0.86,0.18,1.2
1.11,1.19,0.28,0.74,0.29,3.25,0.36,0.78
0.76,0.98,2.71,1.34,0.37,0.83,0.44,0.57
1.05,1.33,0.73,2.27,0.71,0.31,0.2,1.4
0.22,0.66,0.84,3.04,1.05,0.41,1.37,0.41
1.11,0.75,1.78,1.76,0.62,0.52,0.31,1.15
2.04,1.06,1.09,0.87,0.66,1.09,0.56,0.63
0.44,0.77,0.58,2.9,0.19,0.37,0.96,1.79
1.07,0.57,1.06,2.89,0.75,0.58,0.27,0.81
2.53,1.08,0.44,0.96,1.57,0.43,0.84,0.15
0.61,0.99,1.67,1.27,0.64,0.83,0.86,1.13
0.71,2.16,1.56,0.26,1.32,0.7,0.65,0.64
1.2,1.25,1.05,0.81,0.44,2.19,0.32,0.74
0.32,1.93,1.78,1.45,0.44,0.9,0.06,1.12
0.43,0.65,0.41,3.55,1.42,0.14,0.12,1.28
0.77,1.59,1.18,1.3,0.44,0.37,0.48,1.87
1.69,2.03,0.7,1.42,0.27,0.92,0.56,0.41
0.5,1.43,0.42,1.23,0.19,0.22,4.0,0.01
1.14,1.76,1.35,0.94,0.4,1.33,0.83,0.25
0.25,0.5,3.52,0.23,0.61,0.44,2.38,0.07
1.06,0.9,1.34,0.28,1.62,1.48,0.57,0.75
0.55,1.69,0.66,0.29,0.95,0.97,0.65,2.24
0.85,0.72,2.39,2.02,0.68,0.35,0.24,0.75
0.9,1.59,1.02,0.31,1.75,0.66,0.19,1.58
0.43,0.67,1.87,0.39,1.23,1.76,0.99,0.66
0.31,2.65,1.66,0.74,0.17,1.41,0.25,0.81
0.58,0.62,1.03,0.94,2.39,0.42,0.19,1.83
0.26,0.98,1.46,0.23,0.54,0.63,3.75,0.15
0.77,1.19,1.18,2.45,0.53,0.59,0.3,0.99
0.44,0.13,3.15,1.2,0.16,0.68,0.53,1.71
0.64,0.21,1.57,2.05,1.32,0.84,0.28,1.09
0.67,1.16,1.06,2.73,0.93,0.57,0.11,0.77
0.97,1.89,0.51,1.95,0.86,0.02,0.37,1.43
0.44,0.33,4.84,0.57,0.5,0.54,0.62,0.16
1.46,0.39,0.67,2.02,0.68,1.76,0.52,0.5
0.6,0.71,0.95,0.32,2.27,1.78,0.91,0.46
1.82,1.76,1.06,0.62,0.52,1.27,0.26,0.69
0.45,1.39,4.26,0.23,0.46,0.65,0.47,0.09
2.17,0.74,1.93,0.75,0.35,1.47,0.29,0.3
0.96,1.39,0.7,0.78,1.13,0.54,0.32,2.18
1.42,0.48,1.52,0.44,1.52,0.53,1.81,0.28
0.66,2.56,2.03,0.7,0.48,0.37,0.29,0.91
2.01,1.55,0.89,0.34,0.45,0.62,0.23,1.91
1.37,0.26,0.81,0.56,1.33,0.22,2.64,0.81
1.54,0.95,0.53,0.59,0.36,2.67,0.91,0.45
1.09,0.73,0.55,3.28,0.7,0.57,0.7,0.38
3.84,0.96,1.31,0.68,0.19,0.45,0.45,0.12
1.12,0.7,0.41,0.88,0.18,3.77,0.23,0.71
1.14,1.9,0.7,0.1,0.79,3.05,0.1,0.22
1.43,0.46,0.96,1.71,0.35,2.05,0.39,0.65
0.25,1.07,1.74,1.48,0.78,2.1,0.26,0.32
0.44,0.74,2.75,1.21,1.07,0.51,0.74,0.54
1.14,1.33,1.37,0.56,1.14,1.47,0.46,0.53
0.45,0.77,1.1,0.29,1.27,0.95,2.66,0.51
0.51,0.6,2.09,0.52,0.45,0.99,0.66,2.18
0.13,0.38,1.39,0.68,2.35,0.71,2.02,0.34
1.39,0.64,1.0,1.26,0.55,1.69,0.15,1.32
1.06,2.4,2.45,0.38,0.61,0.21,0.41,0.48
0.94,0.67,0.58,1.53,1.27,1.44,0.29,1.28
0.66,1.35,0.66,1.0,1.78,0.84,0.68,1.03
0.29,2.3,0.71,0.52,1.62,1.07,0.15,1.34
1.85,0.93,1.08,2.96,0.29,0.42,0.21,0.26
0.79,1.15,2.31,0.75,0.85,0.58,0.55,1.02
2.44,1.83,0.13,0.19,0.74,0.46,1.11,1.1
0.5,3.96,1.2,0.03,1.13,0.69,0.29,0.2
0.45,1.02,0.57,0.85,1.49,0.51,0.88,2.23
0.12,1.46,0.63,0.29,3.18,0.5,0.87,0.95
0.3,0.73,1.7,0.78,1.28,0.85,1.9,0.46
1.18,0.82,0.47,0.17,1.56,2.58,1.0,0.22
0.68,0.94,0.17,0.81,2.48,1.23,0.41,1.28
1.81,0.28,0.66,2.11,0.53,0.32,0.15,2.14
1.54,1.42,0.98,1.49,0.91,0.71,0.69,0.26
0.68,0.78,1.56,0.83,1.89,1.12,0.88,0.26
2.58,0.43,0.15,2.48,0.41,0.53,0.45,0.97
2.27,0.2,0.64,0.51,0.88,0.66,1.73,1.11
1.33,0.85,0.5,0.82,0.77,2.06,0.17,1.5
1.16,0.86,1.89,0.61,0.66,0.39,0.62,1.81
2.03,1.04,1.76,0.78,0.46,0.22,1.31,0.4
0.48,0.82,0.35,2.82,0.76,0.61,0.18,1.98
0.59,0.24,0.4,0.35,0.55,1.92,3.52,0.43
0.4,2.54,0.33,2.23,0.35,1.31,0.6,0.24
1.83,0.92,0.44,0.65,2.21,0.28,0.42,1.25
3.17,0.19,0.54,0.89,0.74,0.85,1.35,0.27
1.0,0.83,1.47,2.77,0.22,1.14,0.4,0.17
0.83,0.81,2.11,1.14,1.11,0.53,0.7,0.77
1.27,0.17,1.34,1.7,2.31,0.54,0.25,0.42
0.37,0.63,1.11,1.09,1.13,1.68,1.45,0.54
1.54,1.22,0.97,0.48,0.62,0.29,1.44,1.44
1.21,1.61,0.96,0.76,1.02,0.65,1.03,0.76
0.87,0.91,1.61,0.34,0.1,3.11,0.98,0.08
3.24,0.56,0.34,0.9,0.59,0.73,0.56,1.08
1.22,1.71,0.57,0.48,1.96,0.16,1.89,0.01
1.19,0.81,2.11,1.83,0.75,0.53,0.54,0.24
0.53,1.91,0.27,2.84,0.98,0.45,0.37,0.65
1.65,0.13,2.75,0.38,0.72,0.16,1.21,1.0
0.98,1.06,0.98,2.43,0.25,0.69,0.08,1.53
2.68,0.15,1.88,0.32,1.06,0.21,0.24,1.46
0.33,1.66,0.66,2.81,0.52,0.71,0.78,0.53
0.18,0.31,3.14,0.73,0.17,1.68,1.4,0.39
0.77,0.4,0.88,1.9,1.69,0.52,0.24,1.6
1.25,0.46,3.36,0.29,0.64,1.07,0.56,0.37
0.83,0.44,1.98,2.14,0.97,0.05,0.18,1.41
2.49,1.42,0.21,1.41,0.25,0.9,0.35,0.97
0.39,0.1,0.94,1.96,0.92,2.46,0.19,1.04
1.19,0.83,0.22,0.57,2.33,0.9,0.66,1.3
0.92,1.19,1.49,1.15,1.34,0.95,0.69,0.27
0.39,1.03,0.27,1.91,0.92,0.35,2.59,0.54
0.71,1.19,1.24,0.68,0.67,0.88,2.53,0.1
1.32,1.72,0.63,0.28,0.58,2.49,0.46,0.52
0.47,0.18,1.14,2.32,2.92,0.44,0.16,0.37
0.65,2.03,1.06,0.95,0.62,1.45,0.66,0.58
0.65,0.71,1.36,0.84,1.62,1.6,0.41,0.81
1.3,2.63,1.12,0.71,0.36,1.07,0.21,0.6
1.6,0.9,0.96,0.23,2.26,0.2,1.29,0.56
1.07,0.55,1.6,2.0,0.54,0.23,0.33,1.68
1.91,0.24,2.13,0.48,1.38,0.5,0.71,0.65
1.82,1.57,0.22,0.63,0.54,1.52,1.0,0.7
0.09,1.46,1.67,0.12,2.24,0.36,2.06,0.0
0.64,1.65,2.17,0.64,1.01,0.41,0.24,1.24
0.04,0.54,0.09,1.36,1.04,2.62,1.24,1.07
1.52,1.43,0.84,1.13,1.17,0.29,0.3,1.32
0.91,0.25,3.55,0.38,1.73,0.38,0.38,0.42
1.94,1.71,1.21,1.21,0.47,0.09,0.66,0.71
0.89,1.18,1.88,1.14,0.84,0.24,0.18,1.65
0.85,1.22,1.02,1.55,1.41,0.56,0.38,1.01
0.63,0.73,1.39,1.75,1.33,0.48,0.32,1.37
0.38,0.8,1.58,0.67,1.47,0.44,0.49,2.17
0.39,1.16,0.3,0.85,0.84,1.88,0.75,1.83
0.5,1.11,0.65,0.69,1.12,1.07,0.57,2.29
0.21,0.77,1.15,1.12,1.59,0.44,1.15,1.57
2.2,1.42,0.81,0.45,0.66,1.16,0.43,0.87
0.92,1.2,0.81,0.35,2.08,0.3,1.14,1.2
0.59,1.16,0.43,0.93,0.61,2.2,0.74,1.34
0.59,0.71,1.68,3.28,0.15,0.98,0.38,0.23
0.47,0.27,0.1,0.03,1.95,4.79,0.18,0.21
0.88,1.26,0.19,0.88,0.7,2.3,0.84,0.95
2.53,0.73,0.43,0.82,0.83,0.85,0.23,1.58
1.48,0.27,2.42,0.33,1.53,0.83,0.27,0.87
1.16,2.58,1.03,0.64,0.72,0.53,0.7,0.64
0.58,0.5,1.07,0.74,0.43,1.18,1.05,2.45
2.29,0.99,1.96,0.88,0.35,0.49,0.27,0.77
0.92,0.51,0.24,2.31,1.24,0.21,0.88,1.69
0.38,0.28,1.29,0.19,1.48,3.62,0.59,0.17
1.28,1.38,0.59,1.28,0.14,1.77,0.21,1.35
0.91,1.58,0.18,0.88,0.4,0.83,1.73,1.49
0.42,2.38,0.52,0.19,0.1,0.55,1.56,2.28
0.28,0.86,0.62,0.97,1.08,2.25,0.54,1.4
1.25,3.42,0.52,0.4,0.68,0.47,1.13,0.13
1.84,0.33,0.93,1.34,0.84,0.9,0.95,0.87
0.6,1.11,2.33,0.79,1.6,0.48,0.5,0.59
2.92,0.42,0.36,2.73,0.18,0.08,0.29,1.02
0.28,0.55,0.61,0.29,0.14,3.9,0.37,1.86
0.89,0.31,2.31,0.83,1.47,0.36,0.93,0.9
0.51,0.79,2.08,0.93,1.42,1.56,0.27,0.44
0.3,2.11,1.49,1.51,0.68,0.4,1.03,0.48
3.3,0.48,0.85,0.6,0.56,1.06,0.37,0.78
1.54,0.42,0.61,2.79,0.4,0.14,0.38,1.72
0.49,1.07,2.38,0.43,1.25,0.74,1.28,0.36
1.58,0.59,1.3,0.78,0.34,1.24,1.66,0.51
0.59,0.8,0.54,0.71,0.75,1.9,1.13,1.58
0.2,0.79,0.25,0.74,0.57,0.93,4.25,0.27
0.2,0.36,0.46,0.6,3.53,1.34,0.03,1.48
0.56,1.71,1.39,0.31,1.91,0.32,1.06,0.74
0.6,2.52,0.55,1.32,0.68,0.27,1.04,1.02
0.3,0.76,3.51,0.18,1.44,0.65,0.16,1.0
0.65,0.37,0.91,0.66,1.74,0.72,0.93,2.02
1.85,0.81,1.14,1.65,0.64,0.5,0.97,0.44
1.33,2.19,0.81,0.41,1.24,0.6,0.6,0.82
3.22,0.38,1.16,1.48,0.33,0.21,0.97,0.25
0.84,0.68,2.94,0.67,0.89,0.88,1.01,0.09
0.35,0.55,0.62,0.42,3.23,0.19,2.16,0.48
0.88,0.36,0.47,0.16,1.96,3.16,0.95,0.06
0.37,1.49,0.28,2.26,1.25,0.46,0.37,1.52
1.21,1.01,1.62,0.79,0.49,1.52,1.15,0.21
0.86,0.39,0.45,2.1,1.05,1.09,0.13,1.93
0.87,0.3,3.0,1.48,0.24,0.29,1.4,0.42
1.62,1.12,2.31,0.2,0.38,0.35,0.42,1.6
0.56,0.66,0.3,1.98,0.82,0.99,0.42,2.27
0.67,1.73,0.46,0.84,0.87,0.18,2.07,1.18
1.53,1.01,2.51,0.7,0.21,0.73,1.04,0.27
0.92,2.23,1.17,0.29,1.33,0.66,0.32,1.08
0.99,1.93,1.28,1.04,0.71,0.7,1.04,0.31
1.53,1.09,1.34,0.41,0.46,2.6,0.48,0.09
0.1,0.92,3.68,1.04,0.29,0.52,0.47,0.98
1.8,0.82,0.3,1.84,0.32,0.52,0.44,1.96
1.95,1.49,0.42,1.99,0.74,0.44,0.81,0.16
1.11,1.51,1.51,1.21,0.39,0.67,0.45,1.15
0.52,0.45,2.01,0.9,1.35,0.57,0.72,1.48
0.45,0.73,0.88,1.23,0.77,0.3,2.4,1.24
0.75,0.52,0.22,1.51,0.22,1.68,1.65,1.45
0.52,0.76,0.37,2.52,0.51,1.24,1.0,1.08
1.07,2.15,0.91,0.43,0.8,1.15,0.9,0.59
1.05,1.11,2.17,0.45,1.49,0.32,0.71,0.7
1.74,0.25,0.63,1.35,0.41,0.64,0.51,2.47
1.31,1.43,0.29,0.14,1.34,2.5,0.59,0.4
1.95,1.86,0.81,0.69,1.04,0.85,0.34,0.46
0.49,1.32,0.29,1.81,1.22,1.99,0.11,0.77
0.83,1.12,0.43,1.69,1.04,0.93,1.7,0.26
1.31,0.99,1.5,1.01,1.14,0.5,1.38,0.17
1.01,0.88,0.62,1.1,1.1,0.64,0.5,2.15
2.9,0.51,1.21,0.64,0.73,0.27,0.84,0.9
1.52,1.43,0.84,0.24,1.87,0.19,0.34,1.57
0.84,1.44,0.14,2.21,0.83,0.49,0.78,1.27
1.14,0.18,0.87,3.9,0.69,0.69,0.36,0.17
0.61,1.53,1.7,2.16,0.22,0.23,0.46,1.09
0.9,0.73,1.04,1.81,0.84,1.41,0.66,0.61
1.97,0.55,2.03,0.96,0.86,0.31,0.69,0.63
0.41,0.16,3.64,0.91,1.05,0.5,0.38,0.95
0.23,3.63,1.38,0.6,0.27,1.02,0.2,0.67
0.61,3.94,0.57,0.25,0.07,1.48,0.43,0.65
1.03,0.4,0.34,0.93,1.09,3.32,0.26,0.63
1.79,1.15,0.46,1.66,0.67,0.6,1.02,0.65
2.46,0.44,1.28,2.04,0.12,0.47,1.14,0.05
